App ID,Uygulama Kimliği,
App Logo,Uygulama Logosu,
App Name,Uygulama İsmi,
App Secret Key,Uygulama Gizli Anahtarı,
Append Emails to Sent Folder,E-postaları Gönderilenler Klasörüne Ekle,
Append To,Sonuna Ekle,
Applicable For,Uygulanabilirlik,
Application Logo,Uygulama Logosu,
Application Name,Uygulama Adı,
Application Version,Uygulama Versiyonu,
Applied On,Uygulandı,
Apply Document Permissions,Belge İzinlerini Uygula,
Apply Only Once,Sadece Bir Kez Uygula,
Apply Strict User Permissions,Kısıtlı Kullanıcı İzinlerini Uygula,
Apply To,Uygulanan,
Apply To All Document Types,Tüm Döküman Türlerine Uygula,
Apply User Permission On,Kullanıcı İznini Uygula,
Apply this rule if the User is the Owner,Kullanıcı Sahibi ise bu kuralı uygulayın,
Apply this rule only once per document,Bu kuralı belge başına yalnızca bir kez uygulayın.,
Appreciation,Takdir,
Apps,Uygulamalar,
Archived,Arşivlendi,
Arguments,Parametreler,
Arial,Arial,
Assign Condition,Koşulu Ata,
Assign To Users,Kullancılara Ata,
Assigned,Atandı,
Assigned By,Atamayı Yapan,
Assigned By Full Name,Atanan Kişinin Tam Adı,
Assignment,Atama,
Assignment Completed,Atama Tamamlandı,
Assignment Days,Görev Günleri,
Assignment Rule,Atama Kuralı,
Assignment Rule Day,Atama Kuralı Günü,
Assignment Rule User,Atama Kuralı Kullanıcısı,
Assignment Rules,Atama Kuralları,
Assignments,Atamalar,
Attach,Ekle,
Attach Image,Paketi Ekle,
Attach Package,Paketi Ekle,
Attach Print,Yazdır Seçeneği Ekle,
Attached File,Ekli Dosya,
Attached To DocType,DocType'a Eklendi,
Attached To Field,İlgili Alandaki Dosya Eki,
Attachment,EK,
Attachment Limit (MB),Dosya Sınırı (MB),
Attachment Link,Ek Bağlantısı,
Attachment Removed,Ek Kaldırıldı,
Attachments,Ekler,
Audience,Hedef Kitle,
Audit System Hooks,Denetim Sistemi Kancaları,
Audit Trail,Denetim İzi,
Authenticate as Service Principal,Hizmet Sorumlusu olarak kimlik doğrulaması yapın,
Authentication,Kimlik Doğrulama,
Author,Yazar,
Authorization Code,Yetkilendirme Kodu,
Authorize API Access,API Erişimini Yetkilendirme,
Authorize Google Drive Access,Google Drive Erişimini Yetkilendirin,
Authorize URL,URL'yi Yetkilendir,
Authorized,Yetkilendirildi,
Auto,Otomatik,
Auto Email Report,Otomatik E-Posta Raporu,
Auto Name,Otomatik İsim,
Auto Repeat,Otomatik Tekrarla,
Auto Repeat Day,Otomatik Tekrar Günü,
Auto Reply,Otomatik Cevap,
Auto Reply Message,Otomatik Yanıt Mesajı,
Auto follow documents that are assigned to you,Size atanan dokümanları otomatik takip edin,
Auto follow documents that are shared with you,Sizinle paylaşılan belgeleri otomatik takip edin,
Auto follow documents that you Like,Beğendiğiniz belgeleri otomatik takip edin,
Auto follow documents that you comment on,Yorum yaptığınız belgeleri otomatik takip edin,
Auto follow documents that you create,Oluşturduğunuz belgeleri otomatik takip edin,
Autocomplete,Otomatik Tamamlama,
Automated Message,Otomatik Mesaj,
Automatic,Otomatik,
Automatically Assign Documents to Users,Belgeleri Kullanıcılara Otomatik Olarak Ata,
Automation,Otomasyon,
Avatar,Profil Resmi,
Average,Ortalama,
Awaiting Password,Şifreyi Bekle,
Awaiting password,Şifre Bekleniyor,
B0,B0,
B1,B1,
B10,B10,
B2,B2,
B3,B3,
B4,B4,
B5,B5,
B6,B6,
B7,B7,
B8,B8,
B9,B9,
BCC,BCC,
Background Color,Arkaplan Rengi,
Background Image,Arkaplan Resmi,
Background Jobs,Arkaplan Görevleri,
Background Jobs Check,Arka Plan İşleri Kontrolü,
Background Jobs Queue,Arka Plan İşleri Kuyruğu,
Background Workers,Arkaplan Görevleri,
Backup Details,Yedekleme Ayrıntıları,
Backup Files,Yedek Dosyaları,
Backup Folder ID,Yedekleme Klasörü ID,
Backup Folder Name,Yedekleme Klasörü Adı,
Backup Frequency,Yedekleme Sıklığı,
Backup public and private files along with the database.,Veritabanı ile birlikte genel ve özel dosyaları yedekleyin.,
Backups,Yedekler,
Backups (MB),Yedeklemeler (MB),
Banker's Rounding,Finansal Yuvarlama,
Banker's Rounding (legacy),Finansal Yuvarlama (Eski),
Banner Image,Kapak Resmi,
Bar,Çubuk,
Barcode,Barkod,
Base URL,Temel URL,
Based On,Buna göre,
Based on Field,Alana Göre,
Based on Permissions For User,Kullanıcı İzinlerine Göre,
Basic,Basit,
Basic Info,Temel Bilgiler,
Before Cancel,İptal Etmeden Önce,
Before Delete,Silmeden Önce,
Before Insert,Eklemeden Önce,
Before Print,Yazdırmadan Önce,
Before Rename,Yeniden Adlandırmadan Önce,
Before Save,Kaydetmeden Önce,
Before Save (Submitted Document),Kaydetmeden Önce (Gönderilen Belge),
Before Submit,Göndermeden Önce,
Before Validate,Doğrulamadan Önce,
Beginner,Başlangıç,
Beta,Beta,
Billing,Fatura,
Binary Logging,Binary Günlük Kaydı,
Bio,Hakkında,
Birth Date,Doğum Tarihi,
Blocked,Engellendi,
Blog Category,Blog Kategorisi,
Blog Intro,Blog Girişi,
Blog Introduction,Blog Tanıtımı,
Blog Post,Blog Yazısı,
Blog Settings,Blog Ayarları,
Blog Title,Blog Başlığı,
Blogger,Blog Yazarı,
Blue,Mavi,
Bold,Kalın,
Bottom,Alt,
Bottom Center,Alt Orta,
Bottom Left,Sol Alt,
Bottom Right,Sağ Alt,
Brand,Marka,
Brand HTML,Yazı Logo,
Brand Image,Marka Görseli,
Brand Logo,Logo,
Browse by category,Kategoriye göre görüntüle,
Browser,Tarayıcı,
Browser Version,Tarayıcı Versiyonu,
Brute Force Security,Katı Güvenlik Önlemi,
Bufferpool Size,Ara Bellek Havuzu Boyutu,
Bulk Actions,Çoklu İşlemler,
Bulk Update,Toplu Güncelleme,
Button,Buton,
"By ""Naming Series"" field","""Adlandırma Serisi"" alanına göre",
"By default, emails are only sent for failed backups.",Varsayılan olarak yalnızca başarısız yedeklemeler için e-posta gönderilir.,
Bypass Restricted IP Address Check If Two Factor Auth Enabled,İki Faktörlü Kimlik Doğrulama Etkinse Kısıtlı IP Adresi Kontrolünü Atla,
Bypass Two Factor Auth for users who login from restricted IP Address,Sınırlı IP Adresinden oturum açan kullanıcılar için İki Faktörlü Kimlik Doğrulamayı Atla,
Bypass restricted IP Address check If Two Factor Auth Enabled,İki Faktörlü Kimlik Doğrulama Etkinse Kısıtlanmış IP Adresi Denetimini Atla,
CC,Bilgi,
CSS,CSS,
CSS Class,CSS Sınıfı,
CSS selector for the element you want to highlight.,Vurgulamak istediğiniz öğe için CSS seçici.,
CSV,CSV Dosyası,
Cache,Önbellek,
Calendar,Takvim,
Calendar Name,Takvim Adı,
Calendar View,Takvim Görünümü,
Campaign,Kampanya,
Can only list down the document types which has been linked to the User document type.,Yalnızca Kullanıcı belge türüne bağlı olan belge türleri listelenebilir.,
Cancel,İptal etmek,
Cancelled,İptal edildi,
Card,Kart,
Card Break,Kart Sonu,
Cards,Kartlar,
Category,Kategori,
Category Description,Kategori Açıklaması,
Category Name,Kategori Adı,
Center,Ortala,
Change Label (via Custom Translation),Etiketi Değiştir (Özel Çeviri),
Change Password,Şifreyi Değiştir,
"Change the starting / current sequence number of an existing series. <br>

Warning: Incorrectly updating counters can prevent documents from getting created. ","Mevcut bir serinin başlangıç / mevcut isimlendirme serisini değiştirin. <br>

Uyarı: Sayaçların yanlış güncellenmesi belgelerin oluşturulmasını engelleyebilir.",
Changelog Feed,Değişiklik Günlüğü Akışı,
Channel,Kanal,
Chart,Grafik,
Chart Configuration,Grafik Yapılandırması,
Chart Name,Grafik Adı,
Chart Options,Grafik Seçenekleri,
Chart Source,Grafik Kaynağı,
Chart Type,Grafik Türü,
Charts,Grafikler,
Chat,Sohbet,
Check,Kontrol et,
Check this if you want to force the user to select a series before saving. There will be no default if you check this.,Kullanıcıyı kaydetmeden önce bir seri seçmeye zorlamak istiyorsanız bunu işaretleyin. Bunu işaretlerseniz varsayılan olmayacaktır.,
Checking this will hide custom doctypes and reports cards in Links section,Bunu işaretlerseniz Bağlantılar bölümünde DocType ve Rapor Kartlarını gizleyecektir,
Checksum Version,Checksum Sürümü,
Child Doctype,Alt DocType,
Child Tables are shown as a Grid in other DocTypes,"Alt Tablolar, diğer DocType'larda Tablo şeklinde gösterilir.",
Choose authentication method to be used by all users,Tüm kullanıcılar tarafından kullanılacak doğrulama yöntemini seçin.,
City,Şehir,
City/Town,Şehir/Kasaba,
Clear Logs After (days),Gün Sayısı,
Clicked,Tıklandı,
Client,Müşteri,
Client Code,Kullanıcı Kodu,
Client ID,Müşteri Kimliği,
Client Id,İstemci Kimliği,
Client Information,İstemci Bilgisi,
Client Script,İstemci Komut Dosyası,
Client Secret,Müşteri Sırrı,
Client URLs,İstemci Bağlantıları,
Client script,Müşteri senaryosu,
Close Condition,Koşulu Kapat,
Closed,Kapalı,
Code,Kod,
Collapsible,Açılır Kapanır,
Color,Renk,
Column,Sütun,
Column Name,Sütun Adı,
Columns,Sütunlar,
Columns / Fields,Sütunlar / Alanlar,
Comment,Yorum Yap,
Comment By,Yorum Yazan,
Comment Email,Yorum E-postası,
Comment Type,Yorum Türü,
Comments and Communications will be associated with this linked document,Yorumlar ve Haberleşmeler bağlantılı belgeyle ilişkilendirilecek.,
Commercial Rounding,Ticari Yuvarlama,
Communication,İletişim,
Communication Link,İletişim Bağlantısı,
Communication Type,İletişim Türü,
Compact Item Print,Kompakt Öğe Yazdır,
Company History,Şirket Geçmişi,
Company Introduction,Şirket Tanıtımı,
Company Name,Şirket Adı,
Complete,Tamamla,
Completed,Tamamlandı,
Completed By Role,Role Göre Tamamlayan,
Completed By User,Tamamlayacak Kullanıcı,
Component,Bileşen,
Condition,Koşul,
Condition description,Durum açıklaması,
Conditions,Koşullar,
Configuration,Yapılandırma,
"Configure how amended documents will be named.<br>

Default behaviour is to follow an amend counter which adds a number to the end of the original name indicating the amended version. <br>

Default Naming will make the amended document to behave same as new documents.","Değiştirilen belgelerin nasıl isimlendirileceğini yapılandırın.<br>

Varsayılan davranış, orijinal adın sonuna değiştirilmiş sürümü belirten bir sayı ekleyen bir değişiklik sayacını takip etmektir. <br>

Varsayılan İsimlendirme, değiştirilen belgenin yeni belgelerle aynı şekilde davranmasını sağlayacaktır.",
"Configure various aspects of how document naming works like naming series, current counter.","Adlandırma serisi, geçerli sayaç gibi belge adlandırmanın nasıl çalıştığına ilişkin çeşitli yönleri yapılandırın.",
Confirmation Email Template,Onay E-postası Şablonu,
Connected App,Bağlı Uyulamalar,
Connected User,Bağlı Kullanıcılar,
Connections,Bağlantılar,
Console,Konsol,
Console Log,Konsol Günlüğü,
Constraints,Kısıtlamalar,
Contact,Kişi,
Contact Details,İletişim Detayları,
Contact Email,İletişim E-Posta,
Contact Numbers,İletişim Numaraları,
Contact Phone,İrtibat Telefonu,
Contact Us Settings,İletişim Ayarları,
"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Her biri yeni bir satırda veya virgülle ayrılmış ""Satış Sorgusu, Destek Sorgusu"" gibi iletişim seçenekleri.",
Contacts,Kişiler,
Content,İçerik,
Content (HTML),İçerik (HTML),
Content (Markdown),İçerik (Markdown),
Content Hash,Hash Doğrulaması,
Content Type,İçerik Türü,
Context,Bağlam,
Context Script,Bağlam Komut Dosyası,
Contributed,Katkıda Bulunan,
Contribution Document Name,Katkıda Bulunulan Belge Adı,
Contribution Status,Katkı Durumu,
"Controls whether new users can sign up using this Social Login Key. If unset, Website Settings is respected.","Yeni kullanıcıların bu Sosyal Giriş Anahtarını kullanarak kaydolup kaydolamayacağını kontrol eder. Ayarlanmamışsa, Web Sitesi Ayarları dikkate alınır.",
Copyright,Telif Hakkı,
Core,Çekirdek,
Count,Sayı,
Count Filter,Adet Filtresi,
Counter,Sayaç,
Country,Ülke,
Country Name,Ülke İsmi,
County,İlçe,
Create,Oluştur,
Create Contacts from Incoming Emails,Gelen E-postalardan Kişiler Oluşturun,
Create Entry,Giriş Oluştur,
Create Log,Günlük Oluştur,
Create and send emails to a specific group of subscribers periodically.,Belirli aralıklarla belirli bir abone grubuna e-posta oluşturun ve gönderin.,
Created,Oluşturdu,
Created At,Oluşturulma Zamanı,
Criticism,Önemli,
Cron,Zamanlanmış Görev,
Cron Format,Cron Formatı,
Currency,Para Birimi,
Currency Name,Para Birimi Adı,
Currency Precision,Para Birimi Hassasiyeti,
"Currency list stores the currency value, its symbol and fraction unit","Para birimi listesi para birimi değerini, sembolünü ve kesir birimini saklar",
Current,Geçerli,
Current Job ID,Mevcut İş ID,
Current Value,Mevcut Değer,
Custom,Özel,
Custom Base URL,Özel Temel URL,
Custom Block Name,Özel Blok Adı,
Custom Blocks,Özel Bloklar,
Custom CSS,Özel CSS,
Custom Configuration,Özel Konfigürasyon,
Custom Field,Özel Alan,
Custom Footer,Özel Altbilgi,
Custom Format,Özel Format,
Custom Group Search,Özel Grup Araması,
Custom HTML Block,Özel HTML Blok,
Custom Label,Etiket,
Custom Menu Items,Özel Menü Öğeleri,
Custom Options,Özel Seçenekler,
Custom Report,Özel Rapor,
Custom Role,Özel Rol,
Custom SCSS,Özel SCSS,
Custom Sidebar Menu,Özel Kenar Çubuğu Menüsü,
Custom?,Özel,
Customization,Özelleştirme,
Customize Form,Form Özelleştir,
Customize Form Field,Form Alanını Özelleştir,
Cyan,Açık Mavi,
DESC,Azalan,
Daily,Günlük,
Daily Long,Günlük Uzun,
Danger,Tehlikeli,
Dark,Koyu,
Dark Color,Koyu Renk,
Dashboard,Gösterge Paneli,
Dashboard Chart,Gösterge Paneli Grafiği,
Dashboard Chart Field,Pano Grafik Alanı,
Dashboard Chart Link,Pano Grafik Bağlantısı,
Dashboard Chart Source,Gösterge Paneli Grafik Kaynağı,
Dashboard Manager,Gösterge Paneli Yöneticisi,
Dashboard Name,Göstgerge Paneli İsmi,
Dashboard Settings,Gösterge Tablosu Ayarları,
Dashboards,Gösterge Paneli,
Data,Veri,
Data Export,Veri Dışa Aktarma,
Data Import,Veri İçe Aktarma,
Data Import Log,Veri İçe Aktarma Günlüğü,
Database,Veri Tabanı,
Database Engine,Veritabanı Motoru,
Database Processes,Veritabanı Prosesi,
Database Storage Usage By Tables,Tablolara Göre Veritabanı Depolama Kullanımı,
Database Version,Veri Tabanı Sürümü,
Date,Tarih,
Date Format,Tarih Biçimi,
Date and Number Format,Tarih ve Sayı Formatı,
Datetime,Tarih ve Saat,
Day,Gün,
Day of Week,Haftanın günü,
Days After,Gün Sonra,
Days Before,Önceki Gün,
Days Before or After,Gün Önce veya Sonra,
Debug Log,Hata Ayıklama Günlüğü,
Default,Varsayılan,
Default Amendment Naming,Varsayılan Değişikliğin Adlandırılması,
Default App,Varsayılan Uygulama,
Default Email Template,Varsayılan E-posta Şablonu,
Default Incoming,Varsayılan Gelen Kutusu,
Default Letter Head,Varsayılan Antetli Kağıt,
Default Naming,Varsayılan Adlandırma,
Default Outgoing,Varsayılan Giden,
Default Portal Home,Varsayılan Portal Adresi,
Default Print Format,Varsayılan Yazdırma Formatı,
Default Print Language,Varsayılan Yazdırma Dili,
Default Role at Time of Signup,Yeni Kayıtlardaki Varsayılan Rol,
Default Sort Field,Varsayılan Sıralama Alanı,
Default Sort Order,Varsayılan Sıralama,
Default Template For Field,Alan İçin Varsayılan Şablon,
Default User Role,Varsayılan Kullanıcı Rolü,
Default User Type,Varsayılan Kullanıcı Türü,
Default Value,Varsayılan Değer,
Default View,Varsayılan Görünüm,
Default Workspace,Varsayılan Çalışma Alanı,
Default display currency,Gösterilecek Varsayılan Para Birimi,
"Default: ""Contact Us""","Varsayılan: ""Bize Ulaşın""",
DefaultValue,VarsayılanDeğer,
Defaults,Varsayılan Değerler,
Defines actions on states and the next step and allowed roles.,"Durumlara ilişkin eylemleri, sonraki adımı ve izin verilen rolleri tanımlar.",
Defines workflow states and rules for a document.,Bir belge için iş akışı durumlarını ve kurallarını tanımlar.,
Delayed,Gecikti,
Delete,Sil,
Deleted,Silindi,
Deleted DocType,Silinmiş DocType,
Deleted Document,Silinmiş Belge,
Deleted Name,Silinen İsim,
Deletion Steps ,Silme Adımları ,
Delivery Status,Teslimat Durumu,
Deny,Reddet,
Department,Departman,
Dependencies,Bağımlılıklar,
Depends On,Bağlı,
Description,Açıklama,
"Description for listing page, in plain text, only a couple of lines. (max 200 characters)","Listeleme sayfası için açıklama, düz metin olarak, sadece birkaç satır. (maksimum 200 karakter)",
Description to inform the user about any action that is going to be performed,Gerçekleştirilecek herhangi bir eylem hakkında kullanıcıyı bilgilendirmek için açıklama,
Designation,Ünvanı,
Desk Access,ERP Erişimi,
Desk Settings,Genel Ayarlar,
Desk Theme,Tema,
Desk User,Sistem Kullanıcısı,
Desktop Icon,Masaüstü Simgesi,
Details,Ayrıntılar,
"Different ""States"" this document can exist in. Like ""Open"", ""Pending Approval"" etc.","Bu belgenin bulunabileceği farklı ""Durumlar"". ""Açık"", ""Onay Bekliyor"" vb. gibi.",
Digits,Rakamlar,
Disable Auto Refresh,Otomatik Yenilemeyi Kapat,
Disable Change Log Notification,Değişiklik Günlüğü Bildirimini Devre Dışı Bırak,
Disable Comment Count,Yorum Sayısını Gösterme,
Disable Comments,Yorumları Etkinleştir,
Disable Count,Sayıyı Gösterme,
Disable Document Sharing,Döküman Paylaşımını Devre Dışı Bırak,
Disable Likes,Beğenileri Devre Dışı Bırak,
Disable SMTP server authentication,SMTP sunucusu kimlik doğrulamasını devre dışı bırakın,
Disable Sidebar Stats,Kenar Çubuğu İstatistiklerini Kapat,
Disable Standard Email Footer,Standart E-posta Alt Bilgisini Kapat,
Disable System Update Notification,Güncelleme Bildirimini Devre Dışı Bırak,
Disable Username/Password Login,Kullanıcı Adı/Şifre Girişini Devre Dışı Bırak,
Disable signups,Yeni Kayıtlara İzin Verme,
Disabled,Devre dışı,
Disclaimer: These indexes are suggested based on data and queries performed during this recording. These suggestions may or may not help.,"Sorumluluk Reddi: Bu dizinler, bu kayıt sırasında gerçekleştirilen verilere ve sorgulara dayalı olarak önerilmektedir. Bu öneriler yardımcı olabilir veya olmayabilir.",
Discussion Reply,Yanıt,
Discussion Topic,Tartışma Konusu,
Display,Görünüm,
Do Not Create New User ,Yeni Kullanıcı Oluşturmayın ,
Do not create new user if user with email does not exist in the system,E-postası olan kullanıcı sistemde mevcut değilse yeni kullanıcı oluşturmayın,
Doc Status,Belge Durumu,
DocField,DocType Alanı,
DocType,Belge Türü,
DocType Action,DocType Aksiyonu,
DocType Event,DocType Olayı,
DocType Layout,DocType Düzeni,
DocType Layout Field,DocType Düzeni Alanı,
DocType Link,DocType Bağlantısı,
DocType State,DocType Durumu,
DocType View,DocType Görünümü,
DocType is a Table / Form in the application.,DocType uygulamadaki bir Tablo veya Formdur.,
DocType on which this Workflow is applicable.,Bu İş Akışının geçerli olduğu DocType.,
Doctype,BelgeTipi,
Document,Belge,
Document Actions,Belge Eylemleri,
Document Follow,Belge Takibi,
Document Link,Belge Bağlantısı,
Document Linking,Belge Bağlama,
Document Links,Döküman Bağlantıları,
Document Name,Belge Adı,
Document Naming Rule,Adlandırma Kuralı,
Document Naming Rule Condition,Adlandırma Kuralı Koşulu,
Document Naming Settings,Belge Adlandırma Ayarları,
Document Share,Döküman Paylaşımı,
Document Share Key,Belge Paylaşım Anahtarı,
Document Share Key Expiry (in Days),Belge Paylaşım Anahtarının Süresi (Gün),
Document Share Report,Belge Paylaşım Raporu,
Document States,Belge Durumları,
Document Tag,Belge Etiketi,
Document Title,Belge Başlığı,
Document Type,Belge Türü,
Document Type to Track,İzlenecek Belge Türü,
Document Types,Belge Türleri,
Document Types (Select Permissions Only),Belge Türleri (Yalnızca İzinleri Seçin),
Document Types and Permissions,Belge Türleri ve İzinler,
Documentation,Dokümantasyon,
Documentation Link,Dökümantasyon Bağlantısı,
Documentation URL,Dökümantasyon Bağlantısı,
Domain,Domain,
Domain Name,Etki Alanı Adı,
Domain Settings,Etki Alanı Ayarları,
"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field"," HTML etiketlerini &lt;script&gt; gibi veya sadece &lt; ve &gt; gibi karakterleri kodlamayın, çünkü bunlar bu alanda kasıtlı olarak kullanılabilir",
Don't Override Status,Durumu Değiştirme,
Don't Send Emails,E-Posta Gönderme,
"Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field"," HTML etiketlerini &lt;script&gt; gibi veya sadece &lt; ve &gt; gibi karakterleri kodlamayın, çünkü bunlar bu alanda kasıtlı olarak kullanılabilir",
Donut,Donut,
Download Backups,Yedekleri İndir,
Download Template,Şablonu İndir,
Dropbox Access Token,Dropbox Erişim Tokenı,
Dropbox Refresh Token,Dropbox Yenileme Tokenı,
Dropbox Settings,Dropbox Ayarları,
Dropdowns,Açılır Menüler,
Due Date,Vade Tarihi,
Due Date Based On,Vade Tarihine göre,
Duration,Süre,
Dynamic Filters,Dinamik Filtreler,
Dynamic Filters JSON,Dinamik JSON Filtreleri,
Dynamic Filters Section,Dinamik Filtre Seçimi,
Dynamic Link,Dinamik Bağlantı,
Dynamic Report Filters,Dinamik Rapor Filtreleri,
Dynamic Route,Dinamik Rota,
Dynamic Template,Dinamik Şablon,
Edit,Düzenle,
Edit Values,Değerleri Düzenle,
Editable Grid,Düzenlenebilir Tablo,
Eg. smsgateway.com/api/send_sms.cgi,Örn. smsgateway.com/api/send_sms.cgi,
Element Selector,Element Seçici,
Email,E-posta,
Email Account,E-posta Hesabı,
Email Account Name,E-posta Hesap Adı,
Email Address,E-posta Address,
Email Address whose Google Contacts are to be synced.,Google Kişileri senkronize edilecek E-posta Adresi.,
Email Addresses,E-posta Adresleri,
Email Domain,E-posta Etki Alanı,
Email Flag Queue,E-posta Bayrak Kuyruğu,
Email Footer Address,E-posta Alt Bilgi Adresi,
Email Group,E-posta Grubu,
Email Group Member,E-posta Grubu Üyesi,
Email ID,E-Posta ID,
Email IDs,E-Posta ID'leri,
Email Id,E-posta kimliği,
Email Inbox,E-posta Gelen Kutusu,
Email Queue,E-posta Kuyruğu,
Email Queue Recipient,E-posta Kuyruğu Alıcısı,
Email Queue records.,E-posta Kuyruğu kayıtları.,
Email Reply Help,E-posta Yanıtlama Yardımı,
Email Retry Limit,E-posta Yeniden Deneme Limiti,
Email Rule,E-posta Kuralı,
Email Sent,E-posta Gönderildi,
Email Sent At,E-posta Gönderim Zamanı,
Email Settings,E-posta Ayarları,
Email Signature,E-posta İmzası,
Email Status,E-posta Durumu,
Email Sync Option,E-posta Senkronizasyon Seçeneği,
Email Template,E-posta şablonu,
Email Threads on Assigned Document,Atanan Belgedeki Konuları E-postayla Gönder,
Email To,E-posta Alıcısı,
Email Unsubscribe,E-posta Aboneliğini İptal Et,
Emails,E-postalar,
Emails will be sent with next possible workflow actions,E-postalar bir sonraki olası iş akışı eylemleriyle birlikte gönderilecektir,
Enable,Etkinleştir,
Enable Auto Reply,Otomatik Cevabı Etkinleştir,
Enable Automatic Backup,Otomatik Yedeklemeyi Etkinleştir,
Enable Automatic Linking in Documents,Belgelerde Otomatik Bağlamayı Etkinleştir,
Enable Comments,Yorumları Etkinleştir,
Enable Email Notification,E-posta Bildirimini Etkinleştir,
Enable Email Notifications,E-posta Bildirimlerini Aç,
Enable Google indexing,Google indekslemeyi etkinleştir,
Enable Incoming,Geleni Etkinleştir,
Enable Onboarding,Modül Tanıtımını Aç,
Enable Outgoing,Gideni Etkinleştir,
Enable Password Policy,Şifre Politikasını Etkinleştir,
Enable Prepared Report,Hazırlanan Raporu Etkinleştir,
Enable Print Server,Yazdırma Sunucusunu Etkinleştir,
Enable Push Notification Relay,Anlık Bildirim Gecikmesini Etkinleştir,
Enable Raw Printing,Stil Olmadan Yazdır,
Enable Scheduled Jobs,Zamanlanmış İşleri Etkinleştir,
Enable Security,Güvenliği Etkinleştir,
Enable Social Login,Sosyal Medya ile Girişi Etkinleştir,
Enable Social Sharing,Sosyal Medya Paylaşımını Etkinleştir,
Enable Two Factor Auth,2 Adımlı Doğrulamayı Aç,
Enable email notification for any comment or likes received on your Blog Post.,Blog Yazınıza gelen herhangi bir yorum veya beğeni için e-posta bildirimini etkinleştirin.,
Enable in-app website tracking,Uygulama içi web sitesi izlemeyi etkinleştirin,
Enabled,Etkin,
Enables Calendar and Gantt views.,Takvim ve Gantt görünümü aktif eder.,
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.",Firebase Cloud Messaging aracılığıyla tüm yüklü uygulamalar için anında bildirimler göndermek üzere sitenizi merkezi bir geçiş sunucusuna kaydeder. Bu sunucu yalnızca kullanıcı belirteçlerini ve hata günlüklerini saklar ve hiçbir mesaj kaydedilmez.,
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved. ",Firebase Cloud Messaging aracılığıyla tüm yüklü uygulamalar için anında bildirimler göndermek üzere sitenizi merkezi bir geçiş sunucusuna kaydeder. Bu sunucu yalnızca kullanıcı belirteçlerini ve hata günlüklerini saklar ve hiçbir mesaj kaydedilmez. ,
Enabling this will submit documents in background,Etkinleştirilirse belgeler arka planda gönderilir.,
Encrypt Backups,Yedeklemeleri Şifrele,
End Date,Bitiş Tarihi,
End Date Field,Bitiş Tarihi Alanı,
Ended At,Bitiş,
Endpoints,Endpoints,
Ends on,Bitiş,
Energy Point,Tecrübe Puanı,
Energy Point Log,Tecrübe Puanı Günlüğü,
Energy Point Rule,Tecrübe Puanı Kuralı,
Energy Points,Tecrübe Puanları,
Enqueued By,Sıraya Alındı,
Enter Form Type,Form Türünü Girin,
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Varsayılan değer alanlarını (anahtarları) ve değerleri girin. Bir alan için birden çok değer eklerseniz, ilki seçilir. Bu varsayılanlar, ""eşleşme"" izin kurallarını ayarlamak için de kullanılır. Alanların listesini görmek için ""Formu Özelleştir""e gidin.",
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","Buraya statik URL parametrelerini girin (Örn. gönderen=ERPNext, kullanıcıadı=ERPNext, şifre=1234 vb.)",
Error,Hata,
Error Log,Hata Günlüğü,
Error Message,Hata mesajı,
Errors,Hatalar,
Event,Etkinlik,
Event Category,Etkinlik Kategorisi,
Event Frequency,Etkinlik Sıklığı,
Event Participants,Etkinlik Katılımcıları,
Event Reminders,Etkinlik Hatırlatıcıları,
Event Type,Etkinlik Türü,
Everyone,Herkes,
"Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]","Örneğin: ""colors"": [""#d1d8dd"", ""#ff5858""]",
Exact Copies,Birebir Kopyalar,
Example,Örnek,
"Example: ""/desk""","Örnek: ""/desk""",
Example: #Tree/Account,Örnek: #Ağaç/Hesap,
Example: 00001,Örnek: 00001,
Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.,"Örnek: Bunu 24:00 olarak ayarlamak, 24:00 saat boyunca aktif olmayan bir kullanıcının oturumunu kapatır.",
Example: {{ subject }},Örnek: {{ subject }},
Excel,Excel,
Exception,İstisna,
Execute,Çalıştır,
Executive,E,
Expert,Uzman,
Expiration time,Geçerlilik süresi,
Expired,Süresi Bitti,
Expires On,Tarihinde sona eriyor,
Expiry time of QR Code Image Page,QR Kod Resim Sayfasının Sona Erme Süresi,
Export,Dışarı Aktar,
Export the data without any header notes and column descriptions,Verileri herhangi bir başlık notu ve sütun açıklaması olmadan dışa aktarın,
Export without main header,Ana başlık olmadan dışa aktar,
Expose Recipients,Alıcıları Göster,
Expression,İfade,
