Apply To All Document Types,Primijeni na sve vrste dokumenata,
Apply User Permission On,Primijeni korisničku dozvolu uključeno,
Apply this rule if the User is the Owner,Primijenite ovo pravilo ako je Korisnik vlasnik,
Apply this rule only once per document,Primijenite ovo pravilo samo jednom po dokumentu,
Appreciation,Uvažavanje,
Apps,Aplikacije,
Archived,Arhivirano,
Arguments,Argumenti,
Arial,Arial,
Assign Condition,Dodijeli uslov,
Assign To Users,Dodijeli korisnicima,
Assigned,Dodijeljeno,
Assigned By,Dodijelio,
Assigned By Full Name,Dodijelio punim imenom,
Assignment,Dodjela,
Assignment Completed,Zadatak je završen,
Assignment Days,Dana dodijeljeno,
Assignment Rule,Pravilo dodjele,
Assignment Rule Day,Dan pravila dodjele,
Assignment Rule User,Korisnik pravila dodjele,
Assignment Rules,Pravila dodjele,
Assignments,Dodjele,
Attach,Priloži,
Attach Image,Priložite sliku,
Attach Package,Priložite paket,
Attach Print,Priloži štampanje,
Attached File,Priložena datoteka,
Attached To DocType,U prilogu DocType,
Attached To Field,U prilogu polja,
Attached To Name,Priloženo imenu,
Attachment,Vezanost,
Attachment Limit (MB),Ograničenje priloga (MB),
Attachment Link,Link priloga,
Attachment Removed,Prilog uklonjen,
Attachments,Prilozi,
Audience,Publika,
Audit System Hooks,Kuke (hooks) za sistem revizije,
Audit Trail,Revizijski trag,
Auth URL Data,Auth URL podaci,
Authenticate as Service Principal,Autentifikujte se kao Osnovni Servis,
Authentication,Autentifikacija,
Author,Autor,
Authorization Code,Autorizacijski kod,
Authorization URI,URI autorizacije,
Authorize API Access,Autoriziraj pristup API-ju,
Authorize API Indexing  Access,Autorizirajte pristup API indeksiranju,
Authorize Google Calendar Access,Autoriziraj pristup Google kalendaru,
Authorize Google Contacts Access,Autoriziraj pristup Google kontaktima,
Authorize Google Drive Access,Autoriziraj pristup Google disku,
Authorize URL,Autoriziraj URL,
Authorized,Autoriziran,
Auto,Automatski,
Auto Email Report,Automatski izvještaj e-poštom,
Auto Name,Automatski naziv,
Auto Repeat,Auto Repeat,
Auto Repeat Day,Dan automatskog ponavljanja,
Auto Reply,Automatski odgovor,
Auto Reply Message,Poruka sa automatskim odgovorom,
Auto follow documents that are assigned to you,Automatsko praćenje dokumenata koji su vam dodijeljeni,
Auto follow documents that are shared with you,Automatsko praćenje dokumenata koji se dijele sa vama,
Auto follow documents that you Like,Automatsko praćenje dokumenata koji vam se sviđaju,
Auto follow documents that you comment on,Automatsko praćenje dokumenata koje komentarišete,
Auto follow documents that you create,Automatsko praćenje dokumenata koje kreirate,
Autocomplete,Automatsko dovršavanje,
Autoincrement,Autoinkrement,
Automated Message,Automatska poruka,
Automatic,Automatsko,
Automatically Assign Documents to Users,Automatski dodijeli dokumente korisnicima,
Automatically delete account within (hours),Automatski obrišite račun u roku od (sati),
Automation,Automatizacija,
Avatar,Avatar,
Average,Prosjek,
Awaiting Password,Čeka se lozinka,
Awaiting password,Čeka se lozinka,
B0,B0,
B1,B1,
B10,B10,
B2,B2,
B3,B3,
B4,B4,
B5,B5,
B6,B6,
B7,B7,
B8,B8,
B9,B9,
BCC,BCC,
Background Color,Boja pozadine,
Background Image,Pozadinska slika,
Background Jobs,Poslovi u pozadini,
Background Jobs Check,Provjera Pozadinskih Poslova,
Background Jobs Queue,Red čekanja za pozadinske poslove,
Background Workers,Radnici iz pozadine,
Backup Details,Detalji sigurnosne kopije,
Backup Files,Datoteke sigurnosne kopije,
Backup Folder ID,ID fascikle rezervne kopije,
Backup Folder Name,Naziv fascikle sigurnosne kopije,
Backup Frequency,Učestalost sigurnosnih kopija,
Backup public and private files along with the database.,Napravite sigurnosnu kopiju javnih i privatnih datoteka zajedno s bazom podataka.,
Backups,Sigurnosne kopije,
Backups (MB),Sigurnosne Kopije (MB),
Banker's Rounding,Bankarsko zaokruživanje,
Banker's Rounding (legacy),Bankarsko zaokruživanje (zastarjelo),
Banner,Baner,
Banner HTML,Baner HTML,
Banner Image,Slika banera,
Banner is above the Top Menu Bar.,Baner je iznad gornje trake menija.,
Bar,Traka,
Barcode,Barkod,
Base Distinguished Name (DN),Osnovno razlikovno ime (DN),
Base URL,Baza URL,
Based On,Na osnovu,
Based on Field,Na osnovu polja,
Based on Permissions For User,Na osnovu dozvola za korisnika,
Basic,Osnovno,
Basic Info,Osnovne informacije,
Before Cancel,Prije otkazivanja,
Before Delete,Prije brisanja,
Before Insert,Prije umetanja,
Before Print,Prije štampanja,
Before Rename,Prije preimenovanja,
Before Save,Prije spremanja,
Before Save (Submitted Document),Prije spremanja (Podnesen dokument),
Before Submit,Prije podnošenja,
Before Validate,Prije potvrde,
Beginner,Početnik,
Beta,Beta,
Billing,Naplata,
Binary Logging,Binarno Zapisivanje,
Bio,Bio,
Birth Date,Datum rođenja,
Block Module,Blok modul,
Block Modules,Blok moduli,
Blocked,Blokirano,
Blog Category,Kategorija bloga,
Blog Intro,Blog uvod,
Blog Introduction,Blog predstavljanje,
Blog Post,Blog post,
Blog Settings,Postavke bloga,
Blog Title,Naslov bloga,
Blogger,Bloger,
Blue,Plava boja,
Bold,Podebljano,
Bot,Bot,
Bottom,Dno,
Bottom Center,Dolje u sredini,
Bottom Left,Dolje lijevo,
Bottom Right,Dolje desno,
Bounced,Odbijen,
Brand,Brend,
Brand HTML,HTML robne marke,
Brand Image,Slika robe marke,
Brand Logo,Logo robne marke,
Breadcrumbs,Mrvice hljeba,
Browse by category,Pregledaj po kategoriji,
Browser,Preglednik,
Browser Version,Verzija preglednika,
Brute Force Security,Brute Force Security,
Bucket Name,Naziv spremnika,
Bufferpool Size,Veličina međuspremnika,
Bulk Actions,Grupne akcije,
Bulk Update,Masovno Ažuriranje,
Button,Dugme,
Button Gradients,Gradijenti dugmeta,
Button Rounded Corners,Dugme zaobljeni uglovi,
Button Shadows,Sjene dugmeta,
"By ""Naming Series"" field","Po polju ""Imenovanje serije""",
"By default, emails are only sent for failed backups.",Prema zadanim postavkama e-poruke se šalju samo za neuspjele sigurnosne kopije.,
By fieldname,Po imenu polja,
By script,Po skripti,
Bypass Restricted IP Address Check If Two Factor Auth Enabled,Zaobilaženje provjere ograničene IP adrese ako je omogućena autentifikacija s dva faktora,
Bypass Two Factor Auth for users who login from restricted IP Address,Zaobilaženje dvofaktorske autentifikacije za korisnike koji se prijavljuju s ograničene IP adrese,
Bypass restricted IP Address check If Two Factor Auth Enabled,Zaobilaženje provjere ograničene IP adrese ako je omogućena autentifikacija s dva faktora,
C5E,C5E,
CC,Kopija,
CMD,CMD,
CSS,CSS,
CSS Class,CSS klasa,
CSS selector for the element you want to highlight.,CSS selektor za element koji želite da istaknete.,
CSV,CSV,
CTA Label,CTA oznaka,
CTA URL,CTA URL,
Cache,Gotovina,
Calendar,Kalendar,
Calendar Name,Naziv kalendara,
Calendar View,Prikaz kalendara,
Call,Poziv,
Call To Action,Poziv na akciju,
Call To Action URL,URL poziva na akciju,
Call to Action,Poziv na akciju,
Callback Message,Poruka povratnog poziva,
Callback Title,Naslov povratnog poziva,
Campaign,Kampanja,
Campaign Description (Optional),Opis kampanje (Opcionalno),
Can only list down the document types which has been linked to the User document type.,Može navesti samo tipove dokumenata koji su povezani sa tipom korisničkog dokumenta.,
Cancel,Otkaži,
Cancelled,Otkazano,
Card,Kartica,
Card Break,Prijelom kartice,
Cards,Karte,
Category,Kategorija,
Category Description,Opis kategorije,
Category Name,Naziv kategorije,
Center,Centar,
Chaining Hash,Lančani hash,
Change Label (via Custom Translation),Promjena oznake (putem prilagođenog prijevoda),
Change Password,Promjeni lozinku,
"Change the starting / current sequence number of an existing series. <br>

Warning: Incorrectly updating counters can prevent documents from getting created. ","Promijenite početni/tekući redni broj postojeće serije. <br>

Upozorenje: Neispravno ažuriranje brojača može spriječiti kreiranje dokumenata. ",
Changelog Feed,Dnevnik promjena,
Channel,Kanal,
Chart,Grafikon,
Chart Configuration,Konfiguracija grafikona,
Chart Name,Naziv grafikona,
Chart Options,Opcije grafikona,
Chart Source,Izvor grafikona,
Chart Type,Vrsta grafikona,
Charts,Grafikoni,
Chat,Chat,
Check,Provjeri,
Check this if you want to force the user to select a series before saving. There will be no default if you check this.,"Označite ovo ako želite prisiliti korisnika da odabere seriju prije spremanja. Ako označite ovo, neće biti zadane postavke.",
Checking this will hide custom doctypes and reports cards in Links section,Označavanjem ovoga ćete sakriti prilagođene tipove dokumenata i izvještaje u odjeljku Veze,
Checksum Version,Verzija kontrolne sume,
Child Doctype,Podređeni Doctype,
Child Tables are shown as a Grid in other DocTypes,Podređene tabele su prikazane kao mreža u drugim DocTypes,
Choose authentication method to be used by all users,Odaberite način autentifikacije koji će koristiti svi korisnici,
City,Grad,
City/Town,Grad / Mjesto,
Clear Logs After (days),Očisti zapisnike nakon (dana),
Clicked,Kliknuto,
Client,Klijent,
Client Code,Klijentski kod,
Client Credentials,Akreditivi klijenta,
Client ID,ID klijenta,
Client Id,Id. klijenta,
Client Information,Informacije o klijentu,
Client Script,Skripta klijenta,
Client Secret,klijent Secret,
Client URLs,URL-ovi klijenata,
Client script,Klijent Skripta,
Close Condition,Oslov za zatvaranje,
Closed,Zatvoreno,
Code,Šifra,
Code Challenge,Kod za izazov,
Code challenge method,Metoda izazova koda,
Collapsible,Sklopivo,
Collapsible Depends On,Sklopivo zavisi od,
Collapsible Depends On (JS),Sklopivo zavisi od (JS),
Color,Boja,
Column,Kolona,
Column Break,Prijelom kolone,
Column Name,Naziv kolone,
Columns,Kolone,
Columns / Fields,Kolone / Polja,
Comm10E,Comm10E,
Comment,Komentar,
Comment By,Autor komentara,
Comment Email,E-pošta komentara,
Comment Type,Vrsta komentara,
Comment limit,Ograničenje komentara,
Comment limit per hour,Ograničenje komentara po satu,
Comments and Communications will be associated with this linked document,Komentari i komunikacije će biti povezani sa ovim povezanim dokumentom,
Commercial Rounding,Komercijalno zaokruživanje,
Commit,Potvrdi,
Committed,Potvrđeno,
Communication,Komunikacija,
Communication Link,Komunikacijski link,
Communication Type,Vrsta komunikacije,
Compact Item Print,Compact Stavka Print,
Company History,Istorija kompanije,
Company Introduction,Predstavljanje kompanije,
Company Name,Naziv preduzeća,
Complete,Kompletan,
Completed,Dovršen,
Completed By Role,Završeno od strane uloge,
Completed By User,Završeno od strane korisnika,
Component,Komponenta,
Condition,Stanje,
Condition JSON,Uslov JSON,
Condition description,Opis Stanja,
Conditions,Uslovi,
Configuration,Konfiguracija,
"Configure how amended documents will be named.<br>

Default behaviour is to follow an amend counter which adds a number to the end of the original name indicating the amended version. <br>

Default Naming will make the amended document to behave same as new documents.","Konfigurišite kako će se izmijenjeni dokumenti imenovati.<br>

Zadano ponašanje je praćenje brojača izmjena koji dodaje broj na kraj izvornog naziva koji označava izmijenjenu verziju. <br>

Zadano imenovanje omogućit će da se izmijenjeni dokument ponaša isto kao novi dokumenti.",
"Configure various aspects of how document naming works like naming series, current counter.","Konfigurišite različite aspekte načina na koji funkcionira imenovanje dokumenta kao što je imenovanje serije, trenutni brojač.",
Confirmation Email Template,Šablon e-pošte za potvrdu,
Connected App,Povezana aplikacija,
Connected User,Povezani korisnik,
Connections,Veze,
Console,Konzola,
Console Log,Dnevnik konzole,
Constraints,Ograničenja,
Contact,Kontakt,
Contact Details,Kontakt Detalji,
Contact Email,Kontakt email,
Contact Numbers,Kontakt brojevi,
Contact Phone,Kontakt telefon,
Contact Us Settings,Postavke Kontaktirajte Nas,
"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Opcije za kontakt, kao što su ""Upit za prodaju, upit za podršku"" itd., svaka u novom redu ili odvojena zarezima.",
Contacts,Kontakti,
Content,Sadržaj,
Content (HTML),Sadržaj (HTML),
Content (Markdown),Sadržaj (Markdown),
Content Hash,Sadržaj Hash,
Content Type,Vrsta sadržaja,
Context,Kontekst,
Context Script,Kontekst skripta,
Contributed,Doprinio,
Contribution Document Name,Naziv dokumenta doprinosa,
Contribution Status,Status doprinosa,
"Controls whether new users can sign up using this Social Login Key. If unset, Website Settings is respected.","Kontrolira mogu li se novi korisnici prijaviti pomoću ovog ključa prijave putem društvenih mreža. Ako se ne postavljaju, poštuju se Postavke Web Stranice.",
Copyright,Autorska prava,
Core,Sistem,
Count,Brojanje,
Count Filter,Filtar brojanja,
Counter,Brojač,
Country,Zemlja,
Country Name,Naziv države,
County,Okrug,
Create,Stvoriti,
Create Contacts from Incoming Emails,Kreirajte kontakte iz dolazne e-pošte,
Create Entry,Kreiraj unos,
Create Log,Kreiraj dnevnik,
Create and send emails to a specific group of subscribers periodically.,Periodično kreirajte i šaljite e-poštu određenoj grupi pretplatnika.,
Created,Kreirano,
Created At,Kreirano,
Criticism,Kritika,
Cron,Cron,
Cron Format,Cron format,
Currency,Valuta,
Currency Name,Naziv valute,
Currency Precision,Preciznost valute,
"Currency list stores the currency value, its symbol and fraction unit","Popis valuta pohranjuje vrijednost valute, njen simbol i jedinicu razlomka",
Current,Trentuno,
Current Job ID,ID trenutnog posla,
Current Value,Trenutna vrijednost,
Custom,Prilagođeno,
Custom Base URL,Prilagođeni osnovni URL,
Custom Block Name,Prilagođeni naziv bloka,
Custom Blocks,Prilagođeni blokovi,
Custom CSS,Prilagođeni CSS,
Custom Configuration,Prilagođena konfiguracija,
Custom DocPerm,Prilagođeni DocPerm,
Custom Document Types (Select Permission),Prilagođene vrste dokumenata (odaberite dozvolu),
Custom Field,Prilagođeno polje,
Custom Footer,Prilagođeno podnožje,
Custom Format,Prilagođeni format,
Custom Group Search,Prilagođena grupna pretraga,
Custom HTML Block,Prilagođeni HTML blok,
Custom HTML Help,Prilagođena HTML pomoć,
Custom Label,Prilagođena oznaka,
Custom Menu Items,Prilagođene stavke menija,
Custom Options,Prilagođene opcije,
Custom Overrides,Prilagođena nadjačavanja,
Custom Report,Prilagođeni izvještaj,
Custom Role,Prilagođena uloga,
Custom SCSS,Prilagođeni SCSS,
Custom Sidebar Menu,Prilagođeni meni bočne trake,
Custom?,Prilagođena?,
Customization,Prilagodjavanje,
Customize Form,Prilagodi obrazac,
Customize Form Field,Prilagodi polje obrasca,
Cyan,Cijan,
DELETE,IZBRIŠI,
DESC,DESC,
DLE,DLE,
Daily,Svakodnevno,
Daily Long,Dnevno trajanje,
Danger,Opasnost,
Dark,Tamno,
Dark Color,Tamna boja,
Dashboard,Nadzorna Tabla,
Dashboard Chart,Grafikon nadzorne ploče,
Dashboard Chart Field,Polje grafikona nadzorne ploče,
Dashboard Chart Link,Veza grafikona nadzorne ploče,
Dashboard Chart Source,Izvor grafikona nadzorne ploče,
Dashboard Manager,Upravitelj nadzorne ploče,
Dashboard Name,Naziv nadzorne ploče,
Dashboard Settings,Postavke nadzorne ploče,
Dashboards,Nadzorne ploče,
Data,Podaci,
Data Export,Izvoz podataka,
Data Import,Uvoz podataka,
Data Import Log,Dnevnik uvoza podataka,
Database,Baza Podataka,
Database Engine,Mehanizam baze podataka,
Database Processes,Procesi baze podataka,
Database Storage Usage By Tables,Upotreba pohrane baze podataka po tabelama,
Database Version,Verzija Baze Podataka,
Date,Datum,
Date Format,Format datuma,
Date and Number Format,Format datuma i brojeva,
Datetime,Datum i vrijeme,
Day,dan,
Day of Week,Dan Tjedan,
Days After,Dana poslije,
Days Before,Dana prije,
Days Before or After,Dani prije ili poslije,
Debug Log,Zapisnik Otklanjanja Grešaka,
Default,Podrazumjevano,
Default Amendment Naming,Zadano imenovanje dopuna,
Default App,Standard Aplikacija,
Default Email Template,Zadani šablon e-pošte,
Default Incoming,Zadani dolazni,
Default Letter Head,Uobičajeno Letter Head,
Default Naming,Zadano imenovanje,
Default Outgoing,Zadani odlazni,
Default Portal Home,Zadana početna stranica portala,
Default Print Format,Zadani format štampanja,
Default Print Language,Zadani jezik štampanja,
Default Redirect URI,Zadani URI za preusmjeravanje,
Default Role at Time of Signup,Zadana uloga u trenutku prijave,
Default Sort Field,Zadano polje za sortiranje,
Default Sort Order,Zadani redoslijed sortiranja,
Default Template For Field,Zadani šablon za polje,
Default User Role,Zadana uloga korisnika,
Default User Type,Zadani tip korisnika,
Default Value,Zadana vrijednost,
Default View,Zadani pogled,
Default Workspace,Zadani radni prostor,
Default display currency,Standard Valuta,
"Default: ""Contact Us""","Zadano: ""Kontaktirajte nas""",
DefaultValue,Zadana vrijednost,
Defaults,Zadani,
Defines actions on states and the next step and allowed roles.,Definira akcije nad stanjima i sljedeći korak i dozvoljene uloge.,
Defines workflow states and rules for a document.,Definira stanja radnog toka i pravila za dokument.,
Delayed,Odgođeno,
Delete,Izbrisati,
Deleted,Izbrisano,
Deleted DocType,Izbrisan DocType,
Deleted Document,Izbrisan dokument,
Deleted Name,Izbrisano ime,
Deletion Steps ,Koraci brisanja ,
Delivery Status,Status isporuke,
Deny,Odbij,
Department,Odjel,
Dependencies,Zavisnosti,
Depends On,Zavisi od,
Description,Opis,
"Description for listing page, in plain text, only a couple of lines. (max 200 characters)","Opis za stranicu sa listom, u običnom tekstu, samo nekoliko redaka. (maksimalno 200 znakova)",
Description to inform the user about any action that is going to be performed,Opis za informisanje korisnika o bilo kojoj radnji koja će se izvršiti,
Designation,Oznaka,
Desk Access,Pristup radnoj površini,
Desk Settings,Postavke radne površine,
Desk Theme,Tema radne površine,
Desk User,Korisnik Radne Površine,
Desktop Icon,Ikona radne površine,
Details,Detalji,
"Different ""States"" this document can exist in. Like ""Open"", ""Pending Approval"" etc.","Ovaj dokument može postojati u različitim ""stanjima"". Kao što su ""Otvoreno"", ""Odobrenje na čekanju"" itd.",
Digits,Cifre,
Directory Server,Directory Server,
Disable Auto Refresh,Onemogućite automatsko osvježavanje,
Disable Automatic Recency Filters,Onemogući Nedavne Automatske Filtere,
Disable Change Log Notification,Onemogući obavještenja dnevnika promjena,
Disable Comment Count,Onemogući broj komentara,
Disable Comments,Onemogući komentare,
Disable Count,Onemogući brojanje,
Disable Document Sharing,Onemogući dijeljenje dokumenata,
Disable Likes,Onemogući lajkove,
Disable SMTP server authentication,Onemogući autentifikaciju SMTP servera,
Disable Sidebar Stats,Onemogući statistiku bočne trake,
Disable Standard Email Footer,Onemogući standardno podnožje e-pošte,
Disable System Update Notification,Onemogući obavještenje o ažuriranju sistema,
Disable Username/Password Login,Onemogući prijavu korisničkog imena/lozinke,
Disable signups,Onemogući prijave,
Disabled,Ugašeno,
Disclaimer: These indexes are suggested based on data and queries performed during this recording. These suggestions may or may not help.,"Odricanje od odgovornosti: Ovi indeksi se predlažu na osnovu podataka i upita izvedenih tokom ovog snimanja. Ovi prijedlozi mogu, ali i ne moraju pomoći.",
Discussion Reply,Odgovor na diskusiju,
Discussion Topic,Tema za diskusiju,
Display,Prikaz,
Display Depends On,Prikaz zavisi od,
Display Depends On (JS),Prikaz zavisi od (JS),
Do Not Create New User ,Nemoj kreirati novog korisnika ,
Do not create new user if user with email does not exist in the system,Nemoj kreirati novog korisnika ako korisnik sa e-poštom ne postoji u sistemu,
Doc Event,Doc Event,
Doc Events,Doc Events,
Doc Status,Doc Status,
DocField,Dokument Polje,
DocPerm,DocPerm,
DocShare,DocShare,
DocType,DocType,
DocType Action,DocType Akcija,
DocType Event,DocType događaj,
DocType Layout,DocType izgled,
DocType Layout Field,DocType izgled polja,
DocType Link,DocType veza,
DocType State,DocType stanje,
DocType View,DocType prikaz,
DocType is a Table / Form in the application.,DocType je tabela / obrazac u aplikaciji.,
DocType on which this Workflow is applicable.,DocType na koji je ovaj radni tok primjenjiv.,
Doctype,Vrsta dokumenta,
Document,Dokument,
Document Actions,Radnje dokumenata,
Document Follow,Praćenje dokumenta,
Document Link,Veza na dokument,
Document Linking,Povezivanje dokumenata,
Document Links,Veze na dokumente,
Document Name,Dokument Ime,
Document Naming Rule,Pravilo imenovanja dokumenata,
Document Naming Rule Condition,Uslov pravila imenovanja dokumenta,
Document Naming Settings,Postavke imenovanja dokumenata,
Document Share,Dijeljenje dokumenata,
Document Share Key,Ključ dijeljenja dokumenta,
Document Share Key Expiry (in Days),Istek ključa za dijeljenje dokumenta (u danima),
Document Share Report,Izvještaj o dijeljenju dokumenata,
Document States,Stanja dokumenata,
Document Tag,Oznaka dokumenta,
Document Title,Naslov dokumenta,
Document Type,Tip dokumenta,
Document Type to Track,Vrsta dokumenta za praćenje,
Document Types,Vrste dokumenata,
Document Types (Select Permissions Only),Vrste dokumenata (samo odabir dopuštenja),
Document Types and Permissions,Vrste dokumenata i dozvole,
Documentation Link,Veza za dokumentaciju,
Documentation URL,URL dokumentacije,
Domain,Domena,
Domain Name,Naziv domena,
Domain Settings,Postavke Domene,
Domains HTML,Domains HTML,
"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","Nemojte HTML kodirati HTML oznake poput &lt;script&gt; ili samo znakove poput &lt; ili &gt;, jer bi se mogli namjerno koristiti u ovom polju",
Don't Override Status,Ne poništavaj status,
Don't Send Emails,Ne šalji e-poštu,
"Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","Nemojte kodirati HTML oznake poput &lt;script&gt; ili samo znakove poput &lt; ili &gt;, jer bi se mogli namjerno koristiti u ovom polju",
Donut,Krofna,
Download Backups,Preuzmi Sigurnosne Kopije,
Download Template,Preuzmite predložak,
Dropbox Access Token,Dropbox pristupni token,
Dropbox Refresh Token,Token za osvježavanje Dropboxa,
Dropbox Settings,Dropbox postavke,
Dropdowns,Padajući meniji,
Due Date,Datum dospijeća,
Due Date Based On,Due Date Based On,
Duration,Trajanje,
Dynamic Filters,Dinamički filteri,
Dynamic Filters JSON,Dinamički filteri JSON,
Dynamic Filters Section,Odjeljak za dinamičke filtere,
Dynamic Link,Dinamička veza,
Dynamic Report Filters,Filteri za dinamičke izvještaje,
Dynamic Route,Dinamička ruta,
Dynamic Template,Dinamički šablon,
Edit,Uredi,
Edit Values,Uredi vrijednosti,
Editable Grid,Mreža koja se može uređivati,
Eg. smsgateway.com/api/send_sms.cgi,Npr. smsgateway.com/api/send_sms.cgi,
Element Selector,Birač elemenata,
Email,Email,
Email Account,Email nalog,
Email Account Name,Ime računa e-pošte,
Email Address,E-mail adresa,
Email Address whose Google Contacts are to be synced.,Adresa e-pošte čiji se Google kontakti trebaju sinhronizirati.,
Email Addresses,Adrese e-pošte,
Email Domain,Domena e-pošte,
Email Flag Queue,Zastavica reda čekanja e-pošte,
Email Footer Address,Adresa u podnožju e-pošte,
Email Group,E-mail Group,
Email Group Member,Član grupe e-pošte,
Email ID,ID e-pošte,
Email IDs,ID-ovi e-pošte,
Email Id,Email ID,
Email Inbox,Prijemno sanduče e-pošte,
Email Queue,Red čekanja e-pošte,
Email Queue Recipient,Primatelj e-pošte u redu čekanja,
Email Queue records.,Zapisi čekanja e-pošte.,
Email Reply Help,Pomoć za odgovor putem e-pošte,
Email Retry Limit,Ograničenje ponovnih pokušaja e-pošte,
Email Rule,Pravilo e-pošte,
Email Sent,E-mail poslan,
Email Sent At,E-pošta poslana u,
Email Settings,Postavke e-pošte,
Email Signature,Potpis e-pošte,
Email Status,Status e-pošte,
Email Sync Option,Opcija sinhronizacije e-pošte,
Email Template,Email Template,
Email Threads on Assigned Document,Teme e-pošte na dodeljenom dokumentu,
Email To,Primatelj e-pošte,
Email Unsubscribe,Otkaži pretplatu na e-poštu,
Emails,E-pošta,
Emails will be sent with next possible workflow actions,E-poruke će biti poslane sa sljedećim mogućim akcijama radnog toka,
Enable,Omogući,
Enable Auto Reply,Omogući automatski odgovor,
Enable Automatic Backup,Omogućite automatsko pravljenje rezervnih kopija,
Enable Automatic Linking in Documents,Omogućite automatsko povezivanje u dokumentima,
Enable Comments,Omogući komentare,
Enable Email Notification,Omogući obavještenje putem e-pošte,
Enable Email Notifications,Omogućite obavještenja putem e-pošte,
Enable Google indexing,Omogući Google indeksiranje,
Enable Incoming,Omogući dolazne,
Enable Onboarding,Omogući uključenje,
Enable Outgoing,Omogući odlazne,
Enable Password Policy,Omogućite politiku lozinki,
Enable Prepared Report,Omogućite pripremljeni izvještaj,
Enable Print Server,Omogućite server za štampanje,
Enable Push Notification Relay,Omogući relej push obavijesti,
Enable Rate Limit,Omogući ograničenje brzine,
Enable Raw Printing,Omogući sirovo štampanje,
Enable Scheduled Jobs,Omogući zakazane poslove,
Enable Security,Omogući sigurnost,
Enable Social Login,Omogući prijavu na društvenim mrežama,
Enable Social Sharing,Omogući dijeljenje na društvenim mrežama,
Enable Two Factor Auth,Omogući dvofaktorsku autentifikaciju,
Enable email notification for any comment or likes received on your Blog Post.,Omogućite obavještenje putem e-pošte za sve komentare ili lajkove primljene na vašem blog postu.,
"Enable if on click
opens modal.","Omogući ako na klik
otvara modalni.",
Enable in-app website tracking,Omogućite praćenje web stranice u aplikaciji,
Enabled,Omogućeno,
Enables Calendar and Gantt views.,Omogućava kalendar i Gantt prikaze.,
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.","Omogućavanjem ove opcije registrovaćete svoju web-lokaciju na centralnom relejnom serveru za slanje push obavijesti za sve instalirane aplikacije putem Firebase Cloud Messaging. Ovaj server pohranjuje samo korisničke tokene i zapisnike grešaka, a poruke se ne spremaju.",
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved. ","Omogućavanjem ove opcije registrovaćete svoju web-lokaciju na centralnom relejnom serveru za slanje push obavijesti za sve instalirane aplikacije putem Firebase Cloud Messaging. Ovaj server pohranjuje samo korisničke tokene i zapisnike grešaka, a poruke se ne spremaju. ",
Enabling this will submit documents in background,"Ako ovo omogućite, dokumenti će se podnijeti u pozadini",
Encrypt Backups,Šifrirajte sigurnosne kopije,
End Date,Datum završetka,
End Date Field,Polje datuma završetka,
Ended At,Završeno u,
Endpoint URL,URL krajnje tačke,
Endpoints,Krajnje tačke,
Ends on,Završava na,
Energy Point,Energetska tačka,
Energy Point Log,Dnevnik energetske tačke,
Energy Point Rule,Pravilo energetske tačke,
Energy Point Settings,Postavke energetske tačke,
Energy Points,Energetske točke,
Enqueued By,Dodao u red čekanja,
Enter Form Type,Unesite vrstu obrasca,
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Unesite zadana polja vrijednosti (ključeve) i vrijednosti. Ako dodate više vrijednosti za polje, bit će odabrana prva. Te se zadane vrijednosti također koriste za postavljanje ""podudaranja"" pravila dopuštenja . Da biste vidjeli popis polja, idite na ""Prilagodi obrazac"".",
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","Ovdje unesite statičke parametre URL-a (npr. pošiljatelj=ERPNext, korisničko ime=ERPNext, lozinka=1234 itd.)",
Enter url parameter for message,Unesite url parametar za poruku,
Enter url parameter for receiver nos,Unesite url parametar za br primatelja,
Error,Pogreška,
Error Log,Error Log,
Error Message,Poruka o grešci,
Errors,Greške,
Event,Događaj,
Event Category,Kategorija događaja,
Event Frequency,Učestalost događaja,
Event Participants,Učesnici događaja,
Event Reminders,Podsjetnici na događaje,
Event Type,Vrsta događaja,
Everyone,Svi,
"Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]","Primjer: ""boje"": [""#d1d8dd"", ""#ff5858""]",
Exact Copies,Tačne kopije,
Example,Primjer,
"Example: ""/desk""","Primjer: ""/desk""",
Example: #Tree/Account,Primjer: #Stablo/Račun,
Example: 00001,Primjer: 00001,
Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.,"Primjer: Ako ovo postavite na 24:00, korisnik će se odjaviti ako nije aktivan 24:00 sata.",
Example: {{ subject }},Primjer: {{ subject }},
Excel,Excel,
Exception,Izuzetak,
Execute,Izvrši,
Executive,Izvršni,
