Comment limit,评论限制,
Comment limit per hour,每小时评论限制,
Comments,评论,
Comments and Communications will be associated with this linked document,评论和通讯将关联至该链接文档,
Comments cannot have links or email addresses,评论不能包含链接或邮箱地址,
Commercial Rounding,商业舍入,
Commit,提交,
Committed,已提交,
Common names and surnames are easy to guess.,常见姓名容易被猜中,
Communication,通讯,
Communication Link,通讯链接,
Communication Type,通讯类型,
Communication secret not set,未设置通讯密钥,
Compact Item Print,緊湊型項目打印,
Company,公司,
Company History,公司历史,
Company Introduction,公司简介,
Company Name,公司名稱,
Compare Versions,版本比较,
Compilation warning,编译警告,
Compiled Successfully,编译成功,
Complete,完成,
Complete By,完成人,
Complete Registration,完成注册,
Complete Setup,完成安裝,Finish the setup wizard
Completed,已完成,
Completed By Role,按角色完成,
Completed By User,按用户完成,
Component,组件,
Compose Email,撰写邮件,
Condition,条件,
Condition JSON,条件JSON,
Condition description,条件描述,
Conditions,条件,
Configuration,配置,
Configure Chart,配置图表,
Configure Columns,配置列,
Configure Recorder,配置记录器,
Configure columns for {0},为{0}配置列,
"Configure how amended documents will be named.<br>

Default behaviour is to follow an amend counter which adds a number to the end of the original name indicating the amended version. <br>

Default Naming will make the amended document to behave same as new documents.","配置修改后的文档如何命名。<br>

默认行为是遵循修正计数器，该计数器会在原始名称末尾添加一个数字，表示修正后的版本。 <br>

默认命名会使修正后的文档与新文档表现相同。",
"Configure various aspects of how document naming works like naming series, current counter.",配置文档命名相关的各项参数，如命名规则、当前计数器等,
Confirm,确认,
Confirm Access,确认访问,
Confirm Deletion of Account,确认删除账户,
Confirm New Password,确认新密码,
Confirm Password,确认密码,
Confirm Request,确认请求,
Confirm Your Email,确认您的邮箱,
Confirmation Email Template,确认邮件模板,
Confirmed,已确认,
"Congratulations on completing the module setup. If you want to learn more you can refer to the documentation <a target=""_blank"" href=""{0}"">here</a>.","恭喜您完成模块设置。如果您想了解更多信息，可以参考文档 <a target=""_blank"" href=""{0}"">这里</a>。",
Connect to {},连接到{},
Connected App,已连接应用,
Connected User,已连接用户,
Connected to QZ Tray!,已连接至QZ托盘！,
Connection Lost,连接丢失,
Connection Success,连接成功,
Connection lost. Some features might not work.,连接丢失，部分功能可能不可用,
Connections,连接,
Console,控制台,
Console Log,控制台日志,
Console Logs can not be deleted,控制台日志不可删除,
Constraints,约束条件,
Contact,联系人,
Contact Details,联系人详情,
Contact Email,聯絡電郵,
Contact Numbers,联系电话,
Contact Phone,联系电话,
Contact Synced with Google Contacts.,联系人已与Google联系人同步,
Contact Us,联系我们,
Contact Us Settings,联系我们设置,
"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.",联系选项，例如“销售查询、支持查询”等，每个选项占一行或用逗号分隔。,
Contacts,往來,
Contains {0} security fix,包含{0}个安全修复,
Contains {0} security fixes,包含{0}个安全修复,
Content,内容,
Content (HTML),内容(HTML),
Content (Markdown),内容(Markdown),
Content Hash,内容哈希,
Content Type,內容類型,
Content data shoud be a list,内容数据应为列表形式,
Content type for building the page,构建页面的内容类型,
Context,上下文,
Context Script,上下文脚本,
Continue,继续,
Contributed,贡献的,
Contribution Document Name,贡献文档名称,
Contribution Status,贡献状态,
"Controls whether new users can sign up using this Social Login Key. If unset, Website Settings is respected.",控制是否允许新用户使用此社交登录密钥注册。未设置时遵循网站设置,
Copied to clipboard.,已复制到剪贴板,
Copy Embed Code,复制嵌入代码,
Copy Link,复制链接,
Copy error to clipboard,复制错误到剪贴板,
Copy to Clipboard,复制到剪贴板,
Copyright,版权,
Core,核心,
Core DocTypes cannot be customized.,核心文档类型不可自定义,
Core Modules {0} cannot be searched in Global Search.,全局搜索不支持核心模块{0},
Correct version :,正确版本：,
Could not connect to outgoing email server,无法连接到外发邮件服务器,
Could not find {0},未找到{0},
Could not map column {0} to field {1},无法映射列{0}到字段{1},
Could not start up: ,无法启动：,
"Couldn't save, please check the data you have entered",保存失败，请检查输入数据,
Count,计数,
Count Customizations,统计自定义项,
Count Filter,计数筛选器,
Counter,计数器,
Country,国家,
Country Code Required,需要国家代码,
Country Name,国家名称,
County,县/郡,
Cr,鉻,Number system
Create,创建,
Create & Continue,创建并继续,
Create Card,创建卡片,
Create Chart,创建图表,
Create Contacts from Incoming Emails,根据来信创建联系人,
Create Duplicate,创建副本,
Create Entry,创建条目,
Create Letter Head,创建信头,
Create Log,创建日志,
Create New,新建,
Create New DocType,新建文档类型,
Create New Kanban Board,新建看板面板,
Create User Email,创建用户邮箱,
Create a New Format,创建新格式,
Create a Reminder,创建提醒,
Create a new ...,新建...,
Create a new record,创建新记录,
Create a new {0},新建{0},
Create a {0} Account,创建{0}账户,
Create and send emails to a specific group of subscribers periodically.,定期创建并发送邮件至特定订阅者群体,
Create or Edit Print Format,创建或编辑打印格式,
Create or Edit Workflow,创建或编辑工作流,
Create your first {0},创建您的第一个{0},
Create your workflow visually using the Workflow Builder.,使用工作流构建器可视化创建工作流,
Created,已创建,
Created At,创建于,
Created By,创建人,
Created Custom Field {0} in {1},在{1}中创建了自定义字段{0},
Created On,创建时间,
Creating {0},正在创建{0},
Criticism,批评,
Criticize,批评,
Cron,定时任务,
Cron Format,Cron格式,
Cron format is required for job types with Cron frequency.,Cron频率的作业类型需要Cron格式,
Crop,裁剪,
Ctrl + Down,Ctrl + 下,
Ctrl + Up,Ctrl + 上,
Ctrl+Enter to add comment,Ctrl+Enter添加评论,
Currency,货币,
Currency Name,货币名称,
Currency Precision,货币精度,
"Currency list stores the currency value, its symbol and fraction unit",货币列表存储货币值、符号和小数单位,
Current,当前,
Current Job ID,当前作业ID,
Current Value,当前值,
Current status,当前状态,
Currently Viewing,当前查看,
Currently you have {0} review points,您当前有{0}个审阅点,
Custom,自定义,
Custom Base URL,自定义基础URL,
Custom Block Name,自定义区块名称,
Custom Blocks,自定义区块,
Custom CSS,自定义CSS,
Custom Configuration,自定义配置,
Custom DocPerm,自定义文档权限,
Custom Document Types (Select Permission),自定义文档类型(选择权限),
Custom Document Types Limit Exceeded,超出自定义文档类型限制,
Custom Documents,自定义文档,
Custom Field,自定义字段,
Custom Field {0} is created by the Administrator and can only be deleted through the Administrator account.,自定义字段{0}由管理员创建，只能通过管理员账户删除,
Custom Fields can only be added to a standard DocType.,自定义字段只能添加到标准文档类型,
Custom Fields cannot be added to core DocTypes.,核心文档类型不可添加自定义字段,
Custom Footer,自定义页脚,
Custom Format,自定义格式,
Custom Group Search,自定义组搜索,
"Custom Group Search if filled needs to contain the user placeholder {0}, eg uid={0},ou=users,dc=example,dc=com","自定义组搜索若填写需包含用户占位符{0}，如uid={0},ou=users,dc=example,dc=com",
Custom HTML,自定义HTML,
Custom HTML Block,自定义HTML区块,
Custom HTML Help,自定义HTML帮助,
"Custom LDAP Directoy Selected, please ensure 'LDAP Group Member attribute' and 'Group Object Class' are entered",已选择自定义LDAP目录，请确保填写'LDAP组成员属性'和'组对象类',
Custom Label,自定义标签,
Custom Menu Items,自定义菜单项,
Custom Options,自定义选项,
Custom Overrides,自定义覆盖,
Custom Report,自定义报表,
Custom Reports,自定义报表,
Custom Role,自定义角色,
Custom SCSS,自定义SCSS,
Custom Sidebar Menu,自定义侧边栏菜单,
Custom field renamed to {0} successfully.,自定义字段已成功重命名为{0},
Custom?,是否自定义？,
Customization,自定义,
Customizations Discarded,已放弃自定义,
Customizations Reset,自定义已重置,
Customizations for <b>{0}</b> exported to:<br>{1},<b>{0}</b>的自定义项已导出至：<br>{1},
Customize,自定义,
Customize Child Table,自定义子表,
Customize Dashboard,自定义仪表板,
Customize Form,自定义表单,
Customize Form - {0},自定义表单 - {0},
Customize Form Field,自定义表单字段,
Cut,剪切,
Cyan,青色,
DELETE,删除,
DESC,降序,
DLE,DLE,
DRAFT,草稿,
Daily,每日,
Daily Event Digest is sent for Calendar Events where reminders are set.,每日事件摘要将发送给已设置提醒的日历事件,
Daily Events should finish on the Same Day.,每日事件应于当天结束,
Daily Long,每日长格式,
Danger,危险,
Dark,深色,
Dark Color,深色,
Dark Theme,深色主题,
Dashboard,仪表板,
Dashboard Chart,仪表板图表,
Dashboard Chart Field,仪表板图表字段,
Dashboard Chart Link,仪表板图表链接,
Dashboard Chart Source,仪表板图表来源,
Dashboard Manager,仪表板管理器,
Dashboard Name,仪表板名称,
Dashboard Settings,仪表板设置,
Dashboard View,仪表板视图,
Dashboards,仪表板,
Data,数据,
Data Clipped,数据截断,
Data Export,数据导出,
Data Import,数据导入,
Data Import Log,数据导入日志,
Data Import Template,数据导入模板,
Data Too Long,数据过长,
Data missing in table,表中数据缺失,
Database,数据库,
Database Engine,数据库引擎,
Database Processes,数据库进程,
Database Row Size Utilization,数据库行空间利用率,
Database Storage Usage By Tables,数据库表存储使用情况,
Database Table Row Size Limit,数据库表行大小限制,
"Database Table Row Size Utilization: {0}%, this limits number of fields you can add.",数据库表行空间利用率：{0}%，这将限制可添加字段数,
Database Version,数据库版本,
Date,日期,
Date Format,日期格式,
Date Range,日期范围,
Date and Number Format,日期和数字格式,
Date {0} must be in format: {1},日期{0}必须符合格式：{1},
Dates are often easy to guess.,日期通常容易被猜中,
Datetime,日期时间,
Day,日,
Day of Week,星期几,
Days,天,Duration
Days After,之后天数,
Days Before,之前天数,
Days Before or After,前后天数,
Deadlock Occurred,发生死锁,
Dear,尊敬的,
"Dear System Manager,",尊敬的系统管理员：,
"Dear User,",尊敬的用户：,
Dear {0},尊敬的{0},
Debug Log,调试日志,
Default,默认,
Default Address Template cannot be deleted,默认地址模板不可删除,
Default Amendment Naming,默认修订命名,
Default App,默认应用,
Default Email Template,默认邮件模板,
Default Inbox,默认收件箱,
Default Incoming,默认接收,
Default Letter Head,預設信頭,
Default Naming,默认命名,
Default Outgoing,默认发送,
Default Portal Home,默认门户首页,
Default Print Format,默认打印格式,
Default Print Language,默认打印语言,
Default Redirect URI,默认重定向URI,
Default Role at Time of Signup,注册时的默认角色,
Default Sending,默认发送,
Default Sending and Inbox,默认发送和收件箱,
Default Sort Field,默认排序字段,
Default Sort Order,默认排序顺序,
Default Template For Field,字段的默认模板,
Default Theme,默认主题,
Default User Role,默认用户角色,
Default User Type,默认用户类型,
Default Value,默认值,
Default View,默认视图,
Default Workspace,默认工作区,
Default display currency,默认显示货币,
Default for 'Check' type of field {0} must be either '0' or '1',字段{0}的'勾选'类型默认值必须为'0'或'1',
Default value for {0} must be in the list of options.,{0}的默认值必须在选项列表中,
Default {0},默认{0},
"Default: ""Contact Us""","默认: ""联系我们""",
DefaultValue,默认值,
Defaults,默认值,
Defaults Updated,默认值已更新,
Defines actions on states and the next step and allowed roles.,定义状态操作、下一步骤和允许的角色,
Defines workflow states and rules for a document.,定义文档的工作流状态和规则,
Delayed,延迟的,
Delete,删除,
Delete Account,删除账户,
Delete All,全部删除,
Delete Data,删除数据,
Delete Kanban Board,删除看板,
Delete Workspace,删除工作区,
Delete and Generate New,删除并生成新项,
Delete comment?,删除评论？,
Delete this record to allow sending to this email address,删除此记录以允许向该邮箱发送,
Delete {0} items permanently?,刪除{0}項目永久？,Title of confirmation dialog
Deleted,已删除,
Deleted DocType,已删除文档类型,
Deleted Document,已删除文档,
Deleted Name,已删除名称,
Deleted all documents successfully,成功删除所有文档,
Deleting {0},正在删除{0},
Deleting {0} records...,正在删除{0}条记录...,
Deleting {0}...,正在删除{0}...,
Deletion Steps ,删除步骤,
Delimiter must be a single character,分隔符必须为单个字符,
Delivery Status,交付状态,
Deny,拒绝,
Department,部门,
Dependencies,依赖项,
Depends On,取决于,
Descendants Of,后代节点,
Descendants Of (inclusive),后代节点（包含自身）,
Description,描述,
"Description for listing page, in plain text, only a couple of lines. (max 200 characters)",列表页描述，纯文本，不超过两行（最多200字符）,
Description to inform the user about any action that is going to be performed,用于向用户说明即将执行的操作的描述,
Designation,职务,
Desk,辦公桌,
Desk Access,工作台访问权限,
Desk Settings,工作台设置,
Desk Theme,工作台主题,
Desk User,工作台用户,
Desktop Icon,桌面图标,
Desktop Icon already exists,桌面图标已存在,
Details,详情,
Did not add,未添加,
Did not remove,未移除,
Diff,差异对比,
"Different ""States"" this document can exist in. Like ""Open"", ""Pending Approval"" etc.",该文件可以存在于不同的“状态”。如“打开”、“待批准”等。,
Digits,数字,
Directory Server,目录服务器,
Disable Auto Refresh,禁用自动刷新,
Disable Automatic Recency Filters,禁用自动时效性过滤器,
Disable Change Log Notification,禁用变更日志通知,
Disable Comment Count,禁用评论计数,
Disable Comments,禁用评论,
Disable Count,禁用计数,
Disable Document Sharing,禁用文档共享,
Disable Likes,禁用点赞,
Disable Report,禁用报告,
Disable SMTP server authentication,禁用SMTP服务器身份验证,
Disable Sidebar Stats,禁用侧边栏统计,
Disable Signup for your site,禁用站点注册功能,
Disable Standard Email Footer,禁用标准邮件页脚,
Disable System Update Notification,禁用系统更新通知,
Disable Username/Password Login,禁用用户名/密码登录,
Disable signups,禁用注册,
Disabled,已禁用,
Disabled Auto Reply,已禁用自动回复,
Discard,丢弃,
Discard?,确认丢弃？,
Disclaimer: These indexes are suggested based on data and queries performed during this recording. These suggestions may or may not help.,免责声明：这些索引建议基于录制期间的数据和查询得出，可能有效也可能无效。,
Discussion Reply,讨论回复,
Discussion Topic,讨论主题,
Dismiss,关闭,Stop showing the onboarding widget.
Display,显示,
Display Depends On,显示条件,
Display Depends On (JS),显示条件（JavaScript）,
Divider,分隔线,
Do Not Create New User ,不创建新用户,
Do not create new user if user with email does not exist in the system,如果系统中不存在该邮箱用户则不创建新用户,
Do not edit headers which are preset in the template,请勿修改模板中预设的标头,
Do not have permission to access bucket {0}.,无权限访问存储桶{0}。,
Do you still want to proceed?,是否继续操作？,
Do you want to cancel all linked documents?,是否取消所有关联文档？,
Doc Event,文档事件,
Doc Events,文档事件,
Doc Status,文档状态,
DocField,文档字段,
DocPerm,文档权限,
DocShare,文档共享,
"DocStatus of the following states have changed:<br><strong>{0}</strong><br>
				Do you want to update the docstatus of existing documents in those states?<br>
				This does not undo any effect bought in by the document's existing docstatus.
				","以下状态的文档状态已更改：<br><strong>{0}</strong><br>
				您想更新这些状态下现有文档的 docstatus 吗？<br>
				这不会消除文档现有 docstatus 所带来的任何影响。
				",
DocType,文档类型,
DocType <b>{0}</b> provided for the field <b>{1}</b> must have atleast one Link field,字段<b>{1}</b>指定的文档类型<b>{0}</b>必须至少包含一个链接字段,
DocType Action,文档类型操作,
DocType Event,文档类型事件,
DocType Layout,文档类型布局,
DocType Layout Field,文档类型布局字段,
DocType Link,文档类型链接,
DocType State,文档类型状态,
DocType View,文档类型视图,
DocType can not be merged,文档类型无法合并,
DocType can only be renamed by Administrator,仅管理员可重命名文档类型,
DocType is a Table / Form in the application.,文档类型是应用中的表格/表单。,
DocType must be Submittable for the selected Doc Event,所选文档事件对应的文档类型必须可提交,
DocType must be a string,DocType 必须是字符串,
DocType must have atleast one field,文档类型必须至少包含一个字段,
DocType not supported by Log Settings.,日志设置不支持该文档类型。,
DocType on which this Workflow is applicable.,该工作流适用的文档类型。,
DocType required,需指定文档类型,
DocType {0} does not exist.,文档类型{0}不存在。,
DocType {} not found,未找到文档类型{},
DocType's name should not start or end with whitespace,文档类型名称首尾不能有空格,
"DocTypes can not be modified, please use {0} instead",文档类型不可修改，请使用{0},
Doctype,文档类型,
Doctype name is limited to {0} characters ({1}),文档类型名称长度限制为{0}个字符（当前：{1}）,
Doctype required,需指定文档类型,
Doctype with same route already exist. Please choose different title.,已存在相同路由的文档类型，请选择其他标题。,
Document,文档,
Document Actions,文档操作,
Document Follow,文档关注,
Document Follow Notification,文档关注通知,
Document Link,文档链接,
Document Linking,文档链接,
Document Links,文档链接,
Document Links Row #{0}: Could not find field {1} in {2} DocType,文档链接第{0}行：在{2}文档类型中未找到字段{1},
Document Links Row #{0}: Invalid doctype or fieldname.,文档链接第{0}行：无效的文档类型或字段名,
Document Links Row #{0}: Parent DocType is mandatory for internal links,文档链接第{0}行：内部链接必须指定父文档类型,
Document Links Row #{0}: Table Fieldname is mandatory for internal links,文档链接第{0}行：内部链接必须指定表字段名,
Document Name,文档名称,
Document Name must be a string,文档名称必须为字符串,
Document Naming Rule,文档命名规则,
Document Naming Rule Condition,文档命名规则条件,
Document Naming Settings,文档命名设置,
Document Queued,文档已加入队列,
Document Restoration Summary,文档恢复摘要,
Document Restored,文档已恢复,
Document Saved,文档已保存,
Document Share,文档共享,
Document Share Key,文档共享密钥,
Document Share Key Expiry (in Days),文档共享密钥有效期（天）,
Document Share Report,文档共享报告,
Document States,文档状态,
Document Status,文档状态,
Document Tag,文档标签,
Document Title,文档标题,
Document Type,文档类型,
Document Type and Function are required to create a number card,创建数字卡片需指定文档类型和功能,
Document Type is not importable,该文档类型不可导入,
Document Type is not submittable,该文档类型不可提交,
Document Type to Track,待跟踪的文档类型,
Document Type {0} has been repeated.,文档类型{0}重复。,
Document Types,文档类型,
Document Types (Select Permissions Only),文档类型（仅选择权限）,
Document Types and Permissions,文档类型及权限,
Document Unlocked,文档已解锁,
Document has been cancelled,文档已取消,
Document has been submitted,文档已提交,
Document is in draft state,文档处于草稿状态,
Document is only editable by users with role,文档仅允许具有特定角色的用户编辑,
Document not Relinked,文档未重新链接,
Document renamed from {0} to {1},文档名称已从{0}更改为{1},
Document renaming from {0} to {1} has been queued,文档名称从{0}到{1}的重命名已加入队列,
Document type is required to create a dashboard chart,创建仪表板图表需指定文档类型,
Document {0} Already Restored,文档{0}已恢复,
Document {0} has been set to state {1} by {2},{2}已将文档{0}设为状态{1},
Document {0} {1} does not exist,文档{0} {1}不存在,
Documentation,文檔,
Documentation Link,文档链接,
Documentation URL,文档URL,
Documents,文档,
Documents restored successfully,文档恢复成功,
Documents that failed to restore,恢复失败的文档,
Documents that were already restored,已恢复的文档,
Domain,域名,
Domain Name,域名,
Domain Settings,域名设置,
Domains,域,
Domains HTML,域名HTML,
"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field",请勿对HTML标签（如&lt;script&gt;）或字符（如&lt;或&gt;）进行HTML编码，这些可能是本字段特意使用的,
Don't Import,不导入,
Don't Override Status,不覆盖状态,
Don't Send Emails,不发送邮件,
"Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field",请勿对HTML标签（如&lt;script&gt;）或字符（如&lt;或&gt;）进行编码，这些可能是本字段特意使用的,
Don't have an account?,没有账户？,
Done,完成,
Donut,环形图,
Double click to edit label,双击编辑标签,
Download,下载,
Download Backups,下载备份,
Download Data,下载数据,
Download Files Backup,下载文件备份,
Download Link,下载链接,
Download PDF,下載PDF,
Download Report,下载报告,
Download Template,下载模板,
Download Your Data,下载您的数据,
Download vCard,下载vCard,
Download vCards,下载vCards,
Dr,博士,r
Draft,草稿,
Drag,拖动,
Drag & Drop a section here from another tab,从其他标签页拖放区段至此,
Drag and drop files here or upload from,拖放文件至此或从以下位置上传,
Drag columns to set order. Column width is set in percentage. The total width should not be more than 100. Columns marked in red will be removed.,拖动列设置顺序，列宽以百分比设置，总宽度不应超过100%，红色标记的列将被移除。,
Drag elements from the sidebar to add. Drag them back to trash.,从侧边栏拖动元素进行添加，拖回垃圾桶删除。,
Drag to add state,拖动添加状态,
Drop files here,将文件拖放至此,
Dropbox Access Token,Dropbox访问令牌,
Dropbox Refresh Token,Dropbox刷新令牌,
Dropbox Settings,Dropbox设置,
Dropbox Setup,Dropbox设置,
Dropdowns,下拉列表,
Due Date,到期日,
Due Date Based On,到期日基於,
Duplicate,重复项,
Duplicate Entry,重复条目,
Duplicate Filter Name,过滤器名称重复,
Duplicate Name,名称重复,
Duplicate Workspace,复制工作区,
Duplicate current row,复制当前行,
Duplicate field,重复字段,
Duplicate of {0} named as {1} is created successfully,成功创建名为{1}的{0}副本,
Duration,持續時間,
Dynamic Filters,动态过滤器,
Dynamic Filters JSON,动态过滤器JSON,
Dynamic Filters Section,动态过滤器区段,
Dynamic Link,动态链接,
Dynamic Report Filters,动态报告过滤器,
Dynamic Route,动态路由,
Dynamic Template,动态模板,
ESC,退出键,
Edit,编辑,
Edit Auto Email Report Settings,编辑自动邮件报告设置,
Edit Chart,编辑图表,
Edit Custom HTML,编辑自定义HTML,
Edit DocType,编辑文档类型,Button in list view menu
Edit Existing,编辑现有项,
Edit Filter,編輯過濾器,
Edit Filters,编辑过滤器,
Edit Footer,编辑页脚,
Edit Format,编辑格式,
Edit Full Form,编辑全称,
Edit HTML,编辑HTML,
Edit Header,编辑页眉,
Edit Heading,编辑标题,
Edit Letter Head,编辑信头,
Edit Letter Head Footer,编辑信头页脚,
Edit Print Format,编辑打印格式,
Edit Profile,编辑个人资料,
Edit Properties,编辑属性,
Edit Shortcut,编辑捷径,
Edit Values,编辑值,
Edit Workspace,编辑工作区,
Edit mode,编辑模式,
Edit to add content,点击编辑添加内容,
Edit your workflow visually using the Workflow Builder.,使用工作流构建器可视化编辑工作流程。,
Edit {0},编辑{0},
Editable Grid,可编辑网格,
Editing Row,正在编辑行,
Editing {0},正在编辑{0},
Eg. smsgateway.com/api/send_sms.cgi,例如：smsgateway.com/api/send_sms.cgi,
Either key or IP flag is required.,需提供密钥或IP标识。,
Element Selector,元素选择器,
Email,电子邮件,
Email Account,邮件账户,
Email Account Disabled.,邮件账户已禁用。,
Email Account Name,邮件账户名称,
Email Account added multiple times,邮件账户重复添加,
Email Account not setup. Please create a new Email Account from Settings > Email Account,未设置邮件账户，请通过设置 > 邮件账户创建新账户,
Email Address,电子邮件地址,
Email Address whose Google Contacts are to be synced.,需要同步Google联系人的邮箱地址。,
Email Addresses,电子邮件地址,
Email Domain,邮件域名,
Email Flag Queue,邮件标记队列,
Email Footer Address,邮件页脚地址,
Email Group,邮件组,
Email Group Member,邮件组成员,
Email ID,邮箱ID,
Email IDs,邮箱ID,
Email Id,邮箱ID,
Email Inbox,邮件收件箱,
Email Queue,邮件队列,
Email Queue Recipient,邮件队列收件人,
Email Queue flushing aborted due to too many failures.,因多次失败已中止邮件队列发送。,
Email Queue records.,邮件队列记录。,
Email Reply Help,邮件回复帮助,
Email Retry Limit,邮件重试次数限制,
Email Rule,邮件规则,
Email Sent,邮件已发送,
Email Sent At,邮件发送时间,
Email Settings,邮件设置,
Email Signature,邮件签名,
Email Status,邮件状态,
Email Sync Option,邮件同步选项,
Email Template,邮件模板,
Email Threads on Assigned Document,分配文档的邮件线程,
Email To,收件人,
Email Unsubscribe,邮件退订,
Email has been marked as spam,邮件已标记为垃圾邮件,
Email has been moved to trash,邮件已移至垃圾箱,
Email not sent to {0} (unsubscribed / disabled),未向{0}发送邮件（已退订/禁用）,
Email not verified with {0},未通过{0}验证邮箱,
Emails,邮件,
Emails are muted,邮件通知已静音,
Emails will be sent with next possible workflow actions,邮件将随下一个可能的工作流操作发送,
Embed code copied,嵌入代码已复制,
Empty column,空列,
Enable,启用,
Enable Allow Auto Repeat for the doctype {0} in Customize Form,在自定义表单中为文档类型{0}启用允许自动重复,
Enable Auto Reply,启用自动回复,
Enable Automatic Backup,启用自动备份,
Enable Automatic Linking in Documents,在文档中启用自动链接,
Enable Comments,启用评论,
Enable Email Notification,启用邮件通知,
Enable Email Notifications,启用邮件通知,
Enable Google API in Google Settings.,在Google设置中启用Google API。,
Enable Google indexing,启用Google索引,
Enable Incoming,启用接收,
Enable Onboarding,启用入职引导,
Enable Outgoing,启用发送,
Enable Password Policy,启用密码策略,
Enable Prepared Report,启用预置报告,
Enable Print Server,启用打印服务器,
Enable Push Notification Relay,启用推送通知中继,
Enable Rate Limit,启用速率限制,
Enable Raw Printing,启用原始打印,
Enable Report,启用报告,
Enable Scheduled Jobs,启用定时任务,
Enable Scheduler,启用调度器,
Enable Security,启用安全设置,
Enable Social Login,启用社交登录,
Enable Social Sharing,启用社交分享,
Enable Tracking Page Views,启用页面浏览跟踪,
Enable Two Factor Auth,启用双因素认证,
Enable developer mode to create a standard Print Template,启用开发者模式以创建标准打印模板,
Enable developer mode to create a standard Web Template,启用开发者模式以创建标准Web模板,
Enable email notification for any comment or likes received on your Blog Post.,为博客文章收到的评论或点赞启用邮件通知。,
"Enable if on click
opens modal.","如果点击
则启用打开模式。",
Enable in-app website tracking,启用应用内网站跟踪,
Enabled,已启用,
Enabled Scheduler,已启用调度器,
Enabled email inbox for user {0},已为用户{0}启用邮件收件箱,
Enabled scheduled execution for script {0},已为脚本{0}启用定时执行,
Enables Calendar and Gantt views.,启用日历和甘特图视图。,
Enabling auto reply on an incoming email account will send automated replies to all the synchronized emails. Do you wish to continue?,在接收邮件账户上启用自动回复将向所有同步邮件发送自动回复，是否继续？,
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.",启用此功能将在中央中继服务器注册您的站点，通过Firebase云消息传递发送所有已安装应用的推送通知。该服务器仅存储用户令牌和错误日志，不保存任何消息。,
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved. ",启用此功能将在中央中继服务器注册您的站点，通过Firebase云消息传递发送所有已安装应用的推送通知。该服务器仅存储用户令牌和错误日志，不保存任何消息。,
Enabling this will submit documents in background,启用后将在后台提交文档,
Encrypt Backups,加密备份,
Encryption key is in invalid format!,加密密钥格式无效！,
Encryption key is invalid! Please check site_config.json,加密密钥无效！请检查site_config.json,
End,结束,
End Date,结束日期,
End Date Field,结束日期字段,
End Date cannot be before Start Date!,结束日期不能早于开始日期！,
Ended At,结束于,
Endpoint URL,端点URL,
Endpoints,端點,
Ends on,结束于,
Energy Point,能量点,
Energy Point Log,能量点日志,
Energy Point Rule,能量点规则,
Energy Point Settings,能量点设置,
Energy Point Update on {0},{0}上的能量点更新,
Energy Points,能量点,
Enqueued By,入队者,
Enqueued creation of indexes,索引创建已加入队列,
Ensure the user and group search paths are correct.,请确保用户和组搜索路径正确。,
Enter Client Id and Client Secret in Google Settings.,在Google设置中输入客户端ID和客户端密钥。,
Enter Code displayed in OTP App.,输入OTP应用中显示的验证码。,
Enter Email Recipient(s),输入邮件收件人,
Enter Form Type,输入表单类型,
Enter Value,輸入值,Title of prompt dialog
Enter a name for this {0},为此{0}输入名称,
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".",输入默认值字段(键) 和值。如果您为一个字段添加多个值，则将选择第一个值。这些默认值也用于设置“匹配”权限规则。要查看字段列表，请转到“自定义表单”。,
Enter folder name,输入文件夹名称,
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","在此输入静态URL参数（例如：sender=ERPNext, username=ERPNext, password=1234等）",
Enter url parameter for message,输入消息的URL参数,
Enter url parameter for receiver nos,输入接收号码的URL参数,
Enter your password,输入密码,
Entity Name,实体名称,
Entity Type,实体类型,
Equals,等于,
Error,错误,
Error Code: {0},错误代码：{0},
Error Log,错误日志,
Error Message,错误消息,
"Error connecting to QZ Tray Application...<br><br> You need to have QZ Tray application installed and running, to use the Raw Print feature.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Click here to Download and install QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Click here to learn more about Raw Printing</a>.","连接到QZ托盘应用程序时出错... <br><br>您需要安装并运行QZ Tray应用程序，才能使用Raw Print功能。 <br><br> <a href=""https://qz.io/download/"" target=""_blank"">单击此处下载并安装QZ托盘</a> 。 <br> <a href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"" target=""_blank"">单击此处以了解有关原始印刷的更多信息</a> 。",
Error connecting via IMAP/POP3: {e},通过IMAP/POP3连接时出错：{e},
Error connecting via SMTP: {e},通过SMTP连接时出错：{e},
Error has occurred in {0},{0}中发生错误,
