Before Cancel,取消前,
Before Delete,删除前,
Before Insert,插入前,
Before Print,打印前,
Before Rename,重命名前,
Before Save,保存前,
Before Save (Submitted Document),保存前（已提交文档）,
Before Submit,提交前,
Before Validate,验证前,
Beginner,初级,
Beta,测试版,
Billing,计费,
Binary Logging,二进制日志记录,
Bio,个人简介,
Birth Date,出生日期,
Block Module,屏蔽模块,
Block Modules,屏蔽模块集,
Blocked,已屏蔽,
Blog Category,博客分类,
Blog Intro,博客简介,
Blog Introduction,博客导言,
Blog Post,博客文章,
Blog Settings,博客设置,
Blog Title,博客标题,
Blogger,博主,
Blue,蓝色,
Bold,加粗,
Bot,机器人,
Bottom,底部,
Bottom Center,底部居中,
Bottom Left,底部居左,
Bottom Right,底部居右,
Bounced,已退信,
Brand,品牌,
Brand HTML,品牌HTML,
Brand Image,品牌图片,
Brand Logo,品牌徽标,
Breadcrumbs,面包屑导航,
Browse by category,按类别浏览,
Browser,浏览器,
Browser Version,浏览器版本,
Brute Force Security,暴力破解防护,
Bucket Name,存储桶名称,
Bufferpool Size,缓冲池大小,
Bulk Actions,批量操作,
Bulk Update,批量更新,
Button,按钮,
Button Gradients,按钮渐变,
Button Rounded Corners,按钮圆角,
Button Shadows,按钮阴影,
"By ""Naming Series"" field",按“命名系列”字段,
"By default, emails are only sent for failed backups.",默认仅备份失败时发送邮件通知,
By fieldname,按字段名,
By script,通过脚本,
Bypass Restricted IP Address Check If Two Factor Auth Enabled,启用双因素认证时绕过受限IP地址检查,
Bypass Two Factor Auth for users who login from restricted IP Address,对受限IP地址登录用户绕过双因素认证,
Bypass restricted IP Address check If Two Factor Auth Enabled,若启用双因素认证则绕过受限IP地址检查,
C5E,C5E,
CC,抄送,
CMD,命令,
CSS,CSS,
CSS Class,CSS类,
CSS selector for the element you want to highlight.,需高亮元素的CSS选择器,
CSV,CSV,
CTA Label,行动号召标签,
CTA URL,行动号召URL,
Cache,缓存,
Calendar,日历,
Calendar Name,日历名称,
Calendar View,日历视图,
Call,调用,
Call To Action,行动号召,
Call To Action URL,行动号召URL,
Call to Action,行动号召,
Callback Message,回调消息,
Callback Title,回调标题,
Campaign,促销活动,
Campaign Description (Optional),活动描述（可选）,
Can only list down the document types which has been linked to the User document type.,仅能列出已关联用户文档类型的文档类型,
Cancel,取消,
Cancelled,取消,
Card,卡片,
Card Break,卡片分隔,
Cards,牌,
Category,类别,
Category Description,类别描述,
Category Name,分类名称,
Center,居中,
Chaining Hash,链式哈希,
Change Label (via Custom Translation),更改标签（通过自定义翻译）,
Change Password,修改密码,
"Change the starting / current sequence number of an existing series. <br>

Warning: Incorrectly updating counters can prevent documents from getting created. ","更改现有系列的起始/当前序列号。 <br>

警告：错误地更新计数器可能会阻止创建文档。 ",
Changelog Feed,变更日志源,
Channel,渠道,
Chart,图表,
Chart Configuration,图表配置,
Chart Name,图表名称,
Chart Options,图表选项,
Chart Source,图表来源,
Chart Type,图表类型,
Charts,图表集,
Chat,聊天,
Check,检查,
Check this if you want to force the user to select a series before saving. There will be no default if you check this.,勾选此项将强制用户在保存前选择序列。此时无默认序列,
Checking this will hide custom doctypes and reports cards in Links section,勾选此项将隐藏链接版块中的自定义文档类型和报告卡,
Checksum Version,校验和版本,
Child Doctype,子文档类型,
Child Tables are shown as a Grid in other DocTypes,子表在其他文档类型中以网格形式显示,
Choose authentication method to be used by all users,选择所有用户使用的认证方法,
City,城市,
City/Town,市/镇,
Clear Logs After (days),日志保留天数,
Clicked,已点击,
Client,客户,
Client Code,客户端代码,
Client Credentials,客户端凭证,
Client ID,客户端ID,
Client Id,客户端标识,
Client Information,客户端信息,
Client Script,客户端脚本,
Client Secret,客户秘密,
Client URLs,客户端URL,
Client script,客户端脚本,
Close Condition,关闭条件,
Closed,已关闭,
Code,代码,
Code Challenge,代码质询,
Code challenge method,代码质询方法,
Collapsible,可折叠,
Collapsible Depends On,折叠依赖项,
Collapsible Depends On (JS),折叠依赖项(JS),
Color,颜色,
Column,列,
Column Break,分栏符,
Column Name,列名,
Columns,列,
Columns / Fields,列/字段,
Comm10E,Comm10E,
Comment,评论,
Comment By,评论人,
Comment Email,评论邮箱,
Comment Type,评论类型,
Comment limit,评论限制,
Comment limit per hour,每小时评论限制,
Comments and Communications will be associated with this linked document,评论和通讯将关联至该链接文档,
Commercial Rounding,商业舍入,
Commit,提交,
Committed,已提交,
Communication,通讯,
Communication Link,通讯链接,
Communication Type,通讯类型,
Compact Item Print,紧凑型项目打印,
Company History,公司历史,
Company Introduction,公司简介,
Company Name,公司名称,
Complete,完成,
Completed,已完成,
Completed By Role,按角色完成,
Completed By User,按用户完成,
Component,组件,
Condition,条件,
Condition JSON,条件JSON,
Condition description,条件描述,
Conditions,条件,
Configuration,组态,
"Configure how amended documents will be named.<br>

Default behaviour is to follow an amend counter which adds a number to the end of the original name indicating the amended version. <br>

Default Naming will make the amended document to behave same as new documents.","配置修改后的文档如何命名。<br>

默认行为是遵循修正计数器，该计数器会在原始名称末尾添加一个数字，表示修正后的版本。 <br>

默认命名会使修正后的文档与新文档表现相同。",
"Configure various aspects of how document naming works like naming series, current counter.",配置文档命名相关的各项参数，如命名规则、当前计数器等,
Confirmation Email Template,确认邮件模板,
Connected App,已连接应用,
Connected User,已连接用户,
Connections,连接,
Console,控制台,
Console Log,控制台日志,
Constraints,约束条件,
Contact,联系人,
Contact Details,联系人详情,
Contact Email,联络人电邮,
Contact Numbers,联系电话,
Contact Phone,联系电话,
Contact Us Settings,联系我们设置,
"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.",联系选项，例如“销售查询、支持查询”等，每个选项占一行或用逗号分隔。,
Contacts,联系人,
Content,内容,
Content (HTML),内容(HTML),
Content (Markdown),内容(Markdown),
Content Hash,内容哈希,
Content Type,内容类型,
Context,上下文,
Context Script,上下文脚本,
Contributed,贡献的,
Contribution Document Name,贡献文档名称,
Contribution Status,贡献状态,
"Controls whether new users can sign up using this Social Login Key. If unset, Website Settings is respected.",控制是否允许新用户使用此社交登录密钥注册。未设置时遵循网站设置,
Copyright,版权,
Core,核心,
Count,计数,
Count Filter,计数筛选器,
Counter,计数器,
Country,国家,
Country Name,国家名称,
County,县/郡,
Create,创建,
Create Contacts from Incoming Emails,根据来信创建联系人,
Create Entry,创建条目,
Create Log,创建日志,
Create and send emails to a specific group of subscribers periodically.,定期创建并发送邮件至特定订阅者群体,
Created,已创建,
Created At,创建于,
Criticism,批评,
Cron,定时任务,
Cron Format,Cron格式,
Currency,货币,
Currency Name,货币名称,
Currency Precision,货币精度,
"Currency list stores the currency value, its symbol and fraction unit",货币列表存储货币值、符号和小数单位,
Current,当前,
Current Job ID,当前作业ID,
Current Value,当前值,
Custom,自定义,
Custom Base URL,自定义基础URL,
Custom Block Name,自定义区块名称,
Custom Blocks,自定义区块,
Custom CSS,自定义CSS,
Custom Configuration,自定义配置,
Custom DocPerm,自定义文档权限,
Custom Document Types (Select Permission),自定义文档类型(选择权限),
Custom Field,自定义字段,
Custom Footer,自定义页脚,
Custom Format,自定义格式,
Custom Group Search,自定义组搜索,
Custom HTML Block,自定义HTML区块,
Custom HTML Help,自定义HTML帮助,
Custom Label,自定义标签,
Custom Menu Items,自定义菜单项,
Custom Options,自定义选项,
Custom Overrides,自定义覆盖,
Custom Report,自定义报表,
Custom Role,自定义角色,
Custom SCSS,自定义SCSS,
Custom Sidebar Menu,自定义侧边栏菜单,
Custom?,自定义？,
Customization,自定义,
Customize Form,自定义表单,
Customize Form Field,自定义表单字段,
Cyan,青色,
DELETE,删除,
DESC,降序,
DLE,DLE,
Daily,每日,
Daily Long,每日长格式,
Danger,危险,
Dark,深色,
Dark Color,深色,
Dashboard,仪表板,
Dashboard Chart,仪表板图表,
Dashboard Chart Field,仪表板图表字段,
Dashboard Chart Link,仪表板图表链接,
Dashboard Chart Source,仪表板图表来源,
Dashboard Manager,仪表板管理器,
Dashboard Name,仪表板名称,
Dashboard Settings,仪表板设置,
Dashboards,仪表板,
Data,数据,
Data Export,数据导出,
Data Import,数据导入,
Data Import Log,数据导入日志,
Database,数据库,
Database Engine,数据库引擎,
Database Processes,数据库进程,
Database Storage Usage By Tables,数据库表存储使用情况,
Database Version,数据库版本,
Date,日期,
Date Format,日期格式,
Date and Number Format,日期和数字格式,
Datetime,日期时间,
Day,天,
Day of Week,星期几,
Days After,之后天数,
Days Before,之前天数,
Days Before or After,前后天数,
Debug Log,调试日志,
Default,默认,
Default Amendment Naming,默认修订命名,
Default App,默认应用,
Default Email Template,默认邮件模板,
Default Incoming,默认接收,
Default Letter Head,默认信头,
Default Naming,默认命名,
Default Outgoing,默认发送,
Default Portal Home,默认门户首页,
Default Print Format,默认打印格式,
Default Print Language,默认打印语言,
Default Redirect URI,默认重定向URI,
Default Role at Time of Signup,注册时的默认角色,
Default Sort Field,默认排序字段,
Default Sort Order,默认排序顺序,
Default Template For Field,字段的默认模板,
Default User Role,默认用户角色,
Default User Type,默认用户类型,
Default Value,默认值,
Default View,默认视图,
Default Workspace,默认工作区,
Default display currency,默认显示货币,
"Default: ""Contact Us""","默认: ""联系我们""",
DefaultValue,默认值,
Defaults,默认,
Defines actions on states and the next step and allowed roles.,定义状态操作、下一步骤和允许的角色,
Defines workflow states and rules for a document.,定义文档的工作流状态和规则,
Delayed,已延迟,
Delete,删除,
Deleted,已删除,
Deleted DocType,已删除文档类型,
Deleted Document,已删除文档,
Deleted Name,已删除名称,
Deletion Steps ,删除步骤,
Delivery Status,交货状态,
Deny,拒绝,
Department,部门,
Dependencies,依赖,
Depends On,取决于,
Description,描述,
"Description for listing page, in plain text, only a couple of lines. (max 200 characters)",列表页描述，纯文本，不超过两行（最多200字符）,
Description to inform the user about any action that is going to be performed,用于向用户说明即将执行的操作的描述,
Designation,职位,
Desk,主页（桌面）,
Desk Access,工作台访问权限,
Desk Settings,工作台设置,
Desk Theme,工作台主题,
Desk User,桌面用户,
Desktop Icon,桌面图标,
Details,详细信息,
"Different ""States"" this document can exist in. Like ""Open"", ""Pending Approval"" etc.",该文件可以存在于不同的“状态”。如“打开”、“待批准”等。,
Digits,数字,
Directory Server,目录服务器,
Disable Auto Refresh,禁用自动刷新,
Disable Automatic Recency Filters,禁用自动时效性过滤器,
Disable Change Log Notification,禁用变更日志通知,
Disable Comment Count,禁用评论计数,
Disable Comments,禁用评论,
Disable Count,禁用计数,
Disable Document Sharing,禁用文档共享,
Disable Likes,禁用点赞,
Disable SMTP server authentication,禁用SMTP服务器身份验证,
Disable Sidebar Stats,禁用侧边栏统计,
Disable Standard Email Footer,禁用标准邮件页脚,
Disable System Update Notification,禁用系统更新通知,
Disable Username/Password Login,禁用用户名/密码登录,
Disable signups,禁用注册,
Disabled,禁用,
Disclaimer: These indexes are suggested based on data and queries performed during this recording. These suggestions may or may not help.,免责声明：这些索引建议基于录制期间的数据和查询得出，可能有效也可能无效。,
Discussion Reply,讨论回复,
Discussion Topic,讨论主题,
Display,显示,
Display Depends On,显示条件,
Display Depends On (JS),显示条件（JavaScript）,
Do Not Create New User ,不创建新用户,
Do not create new user if user with email does not exist in the system,如果系统中不存在该邮箱用户则不创建新用户,
Doc Event,文档事件,
Doc Events,文档事件,
Doc Status,文档状态,
DocField,文档字段,
DocPerm,文档权限,
DocShare,文档共享,
DocType,DocType,
DocType Action,文档类型操作,
DocType Event,文档类型事件,
DocType Layout,文档类型布局,
DocType Layout Field,文档类型布局字段,
DocType Link,文档类型链接,
DocType State,文档类型状态,
DocType View,文档类型视图,
DocType is a Table / Form in the application.,文档类型是应用中的表格/表单。,
DocType on which this Workflow is applicable.,该工作流适用的文档类型。,
Doctype,文档类型,
Document,文档,
Document Actions,文档操作,
Document Follow,文档关注,
Document Link,文档链接,
Document Linking,文档链接,
Document Links,文档链接,
Document Name,文档名称,
Document Naming Rule,文档命名规则,
Document Naming Rule Condition,文档命名规则条件,
Document Naming Settings,文档命名设置,
Document Share,文档共享,
Document Share Key,文档共享密钥,
Document Share Key Expiry (in Days),文档共享密钥有效期（天）,
Document Share Report,文档共享报告,
Document States,文档状态,
Document Tag,文档标签,
Document Title,文档标题,
Document Type,文档类型,
Document Type to Track,待跟踪的文档类型,
Document Types,文档类型,
Document Types (Select Permissions Only),文档类型（仅选择权限）,
Document Types and Permissions,文档类型及权限,
Documentation Link,文档链接,
Documentation URL,文档URL,
Domain,领域,
Domain Name,域名,
Domain Settings,域名设置,
Domains HTML,域名HTML,
"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field",请勿对HTML标签（如&lt;script&gt;）或字符（如&lt;或&gt;）进行HTML编码，这些可能是本字段特意使用的,
Don't Override Status,不覆盖状态,
Don't Send Emails,不发送邮件,
"Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field",请勿对HTML标签（如&lt;script&gt;）或字符（如&lt;或&gt;）进行编码，这些可能是本字段特意使用的,
Donut,环形图,
Download Backups,下载备份,
Download Template,下载模板,
Dropbox Access Token,Dropbox访问令牌,
Dropbox Refresh Token,Dropbox刷新令牌,
Dropbox Settings,Dropbox设置,
Dropdowns,下拉列表,
Due Date,到期日,
Due Date Based On,到期日基于,
Duration,持续时间,
Dynamic Filters,动态过滤器,
Dynamic Filters JSON,动态过滤器JSON,
Dynamic Filters Section,动态过滤器区段,
Dynamic Link,动态链接,
Dynamic Report Filters,动态报告过滤器,
Dynamic Route,动态路由,
Dynamic Template,动态模板,
Edit,编辑,
Edit Values,编辑值,
Editable Grid,可编辑网格,
Eg. smsgateway.com/api/send_sms.cgi,例如：smsgateway.com/api/send_sms.cgi,
Element Selector,元素选择器,
Email,电子邮件,
Email Account,邮件帐户,
Email Account Name,邮件账户名称,
Email Address,电子邮箱,
Email Address whose Google Contacts are to be synced.,需要同步Google联系人的邮箱地址。,
Email Addresses,电子邮件地址,
Email Domain,邮件域名,
Email Flag Queue,邮件标记队列,
Email Footer Address,邮件页脚地址,
Email Group,电子邮件组,
Email Group Member,邮件组成员,
Email ID,邮箱ID,
Email IDs,邮箱ID,
Email Id,电子邮件ID,
Email Inbox,邮件收件箱,
Email Queue,邮件队列,
Email Queue Recipient,邮件队列收件人,
Email Queue records.,邮件队列记录。,
Email Reply Help,邮件回复帮助,
Email Retry Limit,邮件重试次数限制,
Email Rule,邮件规则,
Email Sent,邮件已发送,
Email Sent At,邮件发送时间,
Email Settings,邮件设置,
Email Signature,邮件签名,
Email Status,邮件状态,
Email Sync Option,邮件同步选项,
Email Template,电子邮件模板,
Email Threads on Assigned Document,分配文档的邮件线程,
Email To,收件人,
Email Unsubscribe,邮件退订,
Emails,邮件,
Emails will be sent with next possible workflow actions,邮件将随下一个可能的工作流操作发送,
Enable,启用,
Enable Auto Reply,启用自动回复,
Enable Automatic Backup,启用自动备份,
Enable Automatic Linking in Documents,在文档中启用自动链接,
Enable Comments,启用评论,
Enable Email Notification,启用邮件通知,
Enable Email Notifications,启用邮件通知,
Enable Google indexing,启用Google索引,
Enable Incoming,启用接收,
Enable Onboarding,启用入职引导,
Enable Outgoing,启用发送,
Enable Password Policy,启用密码策略,
Enable Prepared Report,启用预置报告,
Enable Print Server,启用打印服务器,
Enable Push Notification Relay,启用推送通知中继,
Enable Rate Limit,启用速率限制,
Enable Raw Printing,启用原始打印,
Enable Scheduled Jobs,启用定时任务,
Enable Security,启用安全设置,
Enable Social Login,启用社交登录,
Enable Social Sharing,启用社交分享,
Enable Two Factor Auth,启用双因素认证,
Enable email notification for any comment or likes received on your Blog Post.,为博客文章收到的评论或点赞启用邮件通知。,
"Enable if on click
opens modal.","如果点击
则启用打开模式。",
Enable in-app website tracking,启用应用内网站跟踪,
Enabled,已启用,
Enables Calendar and Gantt views.,启用日历和甘特图视图。,
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.",启用此功能将在中央中继服务器注册您的站点，通过Firebase云消息传递发送所有已安装应用的推送通知。该服务器仅存储用户令牌和错误日志，不保存任何消息。,
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved. ",启用此功能将在中央中继服务器注册您的站点，通过Firebase云消息传递发送所有已安装应用的推送通知。该服务器仅存储用户令牌和错误日志，不保存任何消息。,
Enabling this will submit documents in background,启用后将在后台提交文档,
Encrypt Backups,加密备份,
End Date,结束日期,
End Date Field,结束日期字段,
Ended At,结束于,
Endpoint URL,端点URL,
Endpoints,端点,
Ends on,结束于,
Energy Point,能量点,
Energy Point Log,能量点日志,
Energy Point Rule,能量点规则,
Energy Point Settings,能量点设置,
Energy Points,能量点,
Enqueued By,入队者,
Enter Form Type,输入表单类型,
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".",输入默认值字段(键) 和值。如果您为一个字段添加多个值，则将选择第一个值。这些默认值也用于设置“匹配”权限规则。要查看字段列表，请转到“自定义表单”。,
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","在此输入静态URL参数（例如：sender=ERPNext, username=ERPNext, password=1234等）",
Enter url parameter for message,输入消息的URL参数,
Enter url parameter for receiver nos,输入接收号码的URL参数,
Error,错误,
Error Log,错误日志,
Error Message,错误信息,
Errors,错误,
Event,事件,
Event Category,事件分类,
Event Frequency,事件频率,
Event Participants,事件参与者,
Event Reminders,事件提醒,
Event Type,事件类型,
Everyone,所有人,
"Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]","例如：“colors”：[“#d1d8dd”, “#ff5858”]",
Exact Copies,精确副本,
Example,示例,
"Example: ""/desk""",示例：“/desk”,
Example: #Tree/Account,示例：#Tree/Account,
Example: 00001,示例：00001,
Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.,示例：设置为24:00后，用户若24小时无活动将自动登出。,
Example: {{ subject }},示例：{{ subject }},
Excel,Excel,
Exception,异常,
Execute,执行,
Executive,执行人员,
Expert,专家,
Expiration time,过期时间,
Expire Notification On,通知过期时间,
Expired,已过期,
Expires In,有效期,
Expires On,到期,
Expiry time of QR Code Image Page,二维码图片页面过期时间,
Export,导出,
Export From,导出自,
Export the data without any header notes and column descriptions,导出数据时不包含标题注释和列描述,
Export without main header,不导出主标题,
Expose Recipients,公开收件人,
Expression,表达式,
Expression (old style),表达式（旧式）,
"Expression, Optional",表达式（可选）,
Extra Parameters,额外参数,
Facebook,Facebook,
Fail,失败,
Failed,失败,
Failed Emails,发送失败的邮件,
Failed Job Count,失败任务计数,
Failed Jobs,失败任务,
Failed Logins (Last 30 days),失败登录（最近30天）,
Failing Scheduled Jobs (last 7 days),失败定时任务（最近7天）,
Failure Rate,失败率,
FavIcon,网站图标,
Fax,传真,
Featured,精选,
Feedback,反馈,
Feedback Request,反馈请求,
Fetch From,获取自,
Fetch on Save if Empty,保存时若为空则获取,
Field,字段,
Field Description,字段描述,
Field Name,字段名称,
Field To Check,待检查字段,
Field Type,字段类型,
"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)",表示交易工作流状态的字段（若字段不存在，将创建新的隐藏自定义字段）,
Field to Track,跟踪字段,
Fieldname,字段名,
Fields,字段,
Fields Multicheck,多选字段,
"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box","以逗号 (,) 分隔的字段将包含在搜索对话框的“搜索依据”列表中",
Fieldtype,字段类型,
File,文件,
File Backup,文件备份,
File Information,文件信息,
File Name,文件名,
File Size,文件大小,
File Storage,文件存储,
File Type,文件类型,
File URL,文件URL,
Files,文件,
Filter Data,过滤数据,
Filter List,过滤器列表,
Filter Meta,过滤元数据,
Filter Name,过滤器名称,
Filter Values,过滤值,
Filtered By,过滤依据,
Filters,过滤器,
Filters Configuration,过滤器配置,
Filters Display,过滤器显示,
Filters JSON,过滤器JSON,
Filters Section,过滤器区段,
"Filters will be accessible via <code>filters</code>. <br><br>Send output as <code>result = [result]</code>, or for old style <code>data = [columns], [result]</code>","可通过<code>filters</code>访问过滤器。<br><br>输出格式为<code>result = [result]</code>，或旧式<code>data = [columns], [result]</code>",
Finished,已完成,
Finished At,完成于,
First Day of the Week,每周第一天,
First Name,名,
First Success Message,首次成功消息,
Flag,标记,
Float,浮点数,
Float Precision,浮点精度,
Fold,折叠,
Folder,文件夹,
Folder Name,文件夹名称,
Folio,页码,
Font,字体,
Font Properties,字体属性,
Font Size,字号,
Fonts,字体,
Footer,页脚,
"Footer ""Powered By""",页脚“技术支持”,
Footer Based On,页脚依据,
Footer Content,页脚内容,
Footer Details,页脚详细信息,
Footer HTML,页脚HTML,
Footer Image,页脚图片,
Footer Items,页脚项,
Footer Logo,页脚徽标,
Footer Script,页脚脚本,
Footer Template,页脚模板,
Footer Template Values,页脚模板值,
Footer will display correctly only in PDF,页脚仅在PDF中正确显示,
For DocType Link / DocType Action,用于文档类型链接/文档类型操作,
For Document Event,用于文档事件,
"For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line.","对于链接，输入 DocType 作为范围。
对于选择，输入选项列表，每个选项占一行。",
For User,用户,
For Value,值,
For example: {} Open,例如：{}个未结项,
"For help see <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">Client Script API and Examples</a>","如需帮助，请参阅 <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">客户端脚本 API 和示例</a>",
"For multiple addresses, enter the address on different line. e.g. test@test.com ⏎ test1@test.com",多个地址请分行输入。例如：test@test.com ⏎ test1@test.com,
Force,强制,
Force Re-route to Default View,强制重定向至默认视图,
Force Show,强制显示,
Force User to Reset Password,强制用户重置密码,
Force Web Capture Mode for Uploads,强制使用网页捕获模式上传,
Form,表单,
Form Builder,表单构建器,
Form Dict,表单字典,
Form Settings,表单设置,
Form Tour,表单导览,
Form Tour Step,表单导览步骤,
Form URL-Encoded,表单URL编码,
Format,格式,
Format Data,格式化数据,
Forward To Email Address,转发至邮箱地址,
Fraction,分数,
Fraction Units,分数单位,
Frappe,Frappe,
Frappe Support,Frappe支持,
Frequency,频率,
Friday,星期五,
From,从,
From Date,起始日期,
From Date Field,起始日期字段,
From Full Name,发件人全名,
From User,来自用户,
Full,完整,
Full Name,全名,
Full Width,全宽,
Function,函数,
GET,GET,
GMail,Gmail,
GNU Affero General Public License,GNU Affero通用公共许可证,
GNU General Public License,GNU通用公共许可证,
Gantt,甘特图,
Gender,性别,
Generate Keys,生成密钥,
Geo,GEO,
Geolocation,地理位置,
Get Contacts,获取联系人,
Get a preview of generated names with a series.,预览系列生成的名称。,
Get notified when an email is received on any of the documents assigned to you.,当分配给您的文档收到邮件时接收通知。,
Get your globally recognized avatar from Gravatar.com,从Gravatar.com获取全球通用头像,
Git Branch,Git分支,
GitHub,GitHub,
Global Search DocType,全局搜索文档类型,
Global Search Settings,全局搜索设置,
Global Unsubscribe,全局退订,
Go to Page,前往页面,
Go to this URL after completing the form,填写表单后跳转至此URL,
Google,Google,
Google Analytics ID,Google Analytics ID,
Google Analytics anonymise IP,Google Analytics匿名化IP,
Google Calendar,Google日历,
Google Calendar Event ID,Google日历事件ID,
Google Calendar ID,Google日历ID,
Google Contacts,Google联系人,
Google Contacts Id,Google联系人ID,
Google Drive,Google云端硬盘,
Google Drive Picker,Google云端硬盘选择器,
Google Drive Picker Enabled,已启用Google云端硬盘选择器,
Google Font,Google字体,
Google Meet Link,Google Meet链接,
Google Settings,Google设置,
Google Snippet Preview,Google摘要预览,
Grant Type,授权类型,
Gray,灰色,
Green,绿,
Grid Page Length,网格页长度,
Group,组,
Group By,通过...分组,
Group By Based On,基于以下分组,
Group By Type,按类型分组,
Group Object Class,组对象类,
HEAD,HEAD,
HH:mm,HH:mm,
HH:mm:ss,HH:mm:ss,
HTML,HTML,
HTML Editor,HTML编辑器,
HTML Page,HTML页面,
HTML for header section. Optional,头部HTML内容(可选),
Half,半宽,
Half Yearly,半年度,
Half-yearly,每半年,
Handled Emails,已处理邮件,
Has  Attachment,包含附件,
Has Domain,拥有域,
Has Next Condition,存在后续条件,
Has Role,拥有角色,
Has Web View,具有网页视图,
Header,页眉,
Header HTML,页眉HTML,
Header Script,页眉脚本,
Header and Breadcrumbs,页眉与面包屑导航,
"Header, Robots",页眉、机器人协议,
Headers,头部,
Heading,标题,
Heatmap,热力图,
Help,帮助,
Help Article,帮助文章,
Help Articles,帮助文章,
Help Category,帮助分类,
Help Dropdown,帮助下拉菜单,
Help HTML,帮助HTML,
"Help: To link to another record in the system, use ""/app/note/[Note Name]"" as the Link URL. (don't use ""http://"")",帮助：要链接到系统中的另一条记录，请使用“/app/note/[Note Name]”作为链接 URL。(不要使用“http://”),
Helpful,有帮助,
Helvetica,Helvetica,
Helvetica Neue,Helvetica Neue,
Hidden,隐藏,
Hidden Fields,隐藏字段,
Hide,隐藏,
Hide Block,隐藏区块,
Hide Border,隐藏边框,
Hide Buttons,隐藏按钮,
Hide CTA,隐藏行动号召,
Hide Copy,隐藏复制,
Hide Custom DocTypes and Reports,隐藏自定义文档类型和报表,
Hide Days,隐藏天数,
Hide Descendants,隐藏后代记录,
Hide Login,隐藏登录,
"Hide Previous, Next and Close button on highlight dialog.",在高亮对话框中隐藏上一条、下一条和关闭按钮,
Hide Seconds,隐藏秒数,
"Hide Sidebar, Menu, and Comments",隐藏侧边栏、菜单和评论,
Hide Standard Menu,隐藏标准菜单,
Hide descendant records of <b>For Value</b>.,隐藏<b>取值</b>的后代记录,
Hide footer in auto email reports,在自动邮件报表中隐藏页脚,
Hide footer signup,隐藏页脚注册,
High,高,
Higher priority rule will be applied first,高优先级规则将优先应用,
Highlight,高亮,
Home,主页,
Home Page,主页,
Home Settings,主页设置,
Hourly,每小时,
Hourly Long,每小时长格式,
Hourly rate limit for generating password reset links,生成密码重置链接的每小时速率限制,
"How should this currency be formatted? If not set, will use system defaults",如何格式化此货币？未设置时使用系统默认,
ID (name) of the entity whose property is to be set,要设置属性的实体ID(名称),
"IDs must contain only alphanumeric characters, not contain spaces, and should be unique.",ID仅可包含字母数字字符，不能含空格且需唯一,
IMAP Details,IMAP详情,
IMAP Folder,IMAP文件夹,
IP Address,IP地址,
Icon,图标,
Icon will appear on the button,图标将显示在按钮上,
Identity Details,身份详情,
Idx,索引,
"If Apply Strict User Permission is checked and User Permission is defined for a DocType for a User, then all the documents where value of the link is blank, will not be shown to that User",如勾选'应用严格用户权限'且为用户定义了某文档类型的权限，则该用户无法查看链接字段为空的文档,
If Checked workflow status will not override status in list view,勾选后工作流状态不会覆盖列表视图状态,
"If checked, all other workflows become inactive.",勾选后其他工作流将失效,
"If checked, negative numeric values of Currency, Quantity or Count would be shown as positive",勾选后货币、数量或计数的负值将显示为正值,
"If checked, users will not see the Confirm Access dialog.",勾选后用户不会看到确认访问对话框,
"If disabled, this role will be removed from all users.",禁用后该角色将从所有用户移除,
"If enabled,  user can login from any IP Address using Two Factor Auth, this can also be set for all users in System Settings",启用后用户可从任意IP地址双因素登录，也可在系统设置中全局启用,
"If enabled, all responses on the web form will be submitted anonymously",启用后所有表单提交将匿名处理,
"If enabled, all users can login from any IP Address using Two Factor Auth. This can also be set only for specific user(s) in User Page",启用后所有用户可从任意IP双因素登录，也可在用户页面单独设置,
"If enabled, changes to the document are tracked and shown in timeline",启用后将跟踪文档变更并显示在时间轴,
"If enabled, document views are tracked, this can happen multiple times",启用后将跟踪文档查看次数(允许多次统计),
"If enabled, the document is marked as seen, the first time a user opens it",启用后用户首次打开文档即标记为已读,
"If enabled, the notification will show up in the notifications dropdown on the top right corner of the navigation bar.",启用后通知将显示在导航栏右上角下拉菜单,
